"date","geography","geography code","National identity: Total: All usual residents","National identity: British only identity","National identity: English only identity","National identity: English and British only identity","National identity: Welsh only identity","National identity: Welsh and British only identity","National identity: Any other combination of only UK identities","National identity: Scottish only identity","National identity: Scottish and British only identity","National identity: Northern Irish only identity","National identity: Northern Irish and British only identity","National identity: Cornish only identity","National identity: Cornish and British only identity","National identity: Any other combination of only UK identities","National identity: Irish only identity","National identity: Irish and at least one UK identity","National identity: Other identity only","National identity: Other identity and at least one UK identity","National identity: Non-UK identity only","National identity: UK identity and non-UK identity"
2021,"Merton 006","E02000694",9107,4825,657,856,46,31,172,55,38,36,13,1,0,29,151,27,1790,552,1941,579
2021,"Merton 007","E02000695",8641,4978,443,442,21,11,59,23,7,7,4,2,0,16,100,17,2225,345,2325,362
2021,"Merton 008","E02000696",8630,4514,555,588,30,11,68,19,17,19,1,1,0,11,107,17,2286,454,2393,471
2021,"Merton 009","E02000697",8724,4249,546,770,26,21,158,46,42,30,11,0,0,29,176,48,2123,607,2299,655
2021,"Merton 010","E02000698",8236,4710,571,745,39,25,133,38,44,24,7,0,0,20,145,19,1375,474,1520,493
2021,"Merton 011","E02000699",8213,4240,632,743,36,19,127,45,35,19,6,1,1,20,151,22,1696,547,1847,569
2021,"Merton 012","E02000700",8662,4921,680,529,20,8,47,19,3,9,5,1,0,10,73,4,2040,340,2113,344
2021,"Merton 013","E02000701",9006,5023,684,376,7,6,31,10,6,7,1,1,0,6,89,14,2450,326,2539,340
2021,"Merton 014","E02000702",9322,5675,685,556,9,3,36,14,5,10,1,1,0,5,58,10,1915,375,1973,385
2021,"Merton 015","E02000703",7957,4571,697,651,30,23,90,34,21,8,0,0,1,26,125,35,1282,453,1407,488
2021,"Merton 016","E02000704",8601,4413,774,672,24,20,103,37,25,16,3,0,0,22,129,24,1971,471,2100,495
2021,"Merton 017","E02000705",9328,5525,625,422,9,5,35,15,7,8,3,0,0,2,81,5,2195,426,2276,431
2021,"Merton 018","E02000706",10034,5706,702,641,9,4,40,12,4,14,1,0,0,9,60,10,2499,363,2559,373
2021,"Merton 019","E02000707",8306,5138,691,497,4,1,16,7,1,1,0,1,1,5,36,5,1622,296,1658,301
2021,"Merton 020","E02000708",8884,4978,852,740,30,11,96,30,18,19,11,1,0,17,135,21,1547,474,1682,495
2021,"Merton 021","E02000709",7980,4434,1055,700,19,17,60,19,6,14,6,0,0,15,152,21,1158,364,1310,385
2021,"Merton 022","E02000710",9189,5150,981,584,4,7,61,26,9,15,2,0,0,9,110,16,1905,371,2015,387
2021,"Merton 023","E02000711",9446,4761,894,662,11,6,47,12,6,14,5,0,0,10,94,8,2511,452,2605,460
2021,"Merton 024","E02000712",9668,5262,1179,788,16,6,48,28,11,5,0,0,0,4,94,17,1862,396,1956,413
2021,"Merton 025","E02000713",7806,4304,1404,735,19,7,64,13,13,22,1,0,0,15,100,23,927,223,1027,246
2021,"Newham 001","E02000714",7711,4669,335,309,7,3,40,16,6,8,4,0,0,6,58,5,2009,276,2067,281
2021,"Newham 002","E02000715",7298,4330,216,191,5,3,4,2,1,1,0,0,0,0,22,5,2246,276,2268,281
2021,"Newham 003","E02000716",7351,4341,270,236,8,3,23,8,7,5,1,0,0,2,20,0,2196,254,2216,254
2021,"Newham 004","E02000717",8357,4963,167,189,5,0,21,7,5,7,1,0,0,1,35,5,2764,208,2799,213
2021,"Newham 005","E02000718",7406,4824,202,158,5,0,11,1,1,3,3,1,0,2,27,1,1911,267,1938,268
2021,"Newham 006","E02000719",8077,4398,388,296,18,3,39,10,4,11,3,0,0,11,34,10,2564,327,2598,337
2021,"Newham 007","E02000720",7489,4710,226,227,4,6,29,9,5,8,1,0,0,6,25,3,2045,214,2070,217
2021,"Newham 008","E02000721",9542,5879,218,233,2,2,8,3,1,2,0,0,0,2,12,0,2891,297,2903,297
2021,"Newham 009","E02000722",8140,4352,335,226,13,4,54,14,15,14,3,0,1,7,50,7,2747,352,2797,359
2021,"Newham 010","E02000723",11192,6939,182,215,3,0,21,12,1,7,0,0,0,1,20,1,3493,318,3513,319
2021,"Newham 011","E02000724",10029,6316,164,234,4,1,20,6,1,4,3,0,0,6,28,2,2970,290,2998,292
2021,"Newham 012","E02000725",9989,5086,492,421,15,5,72,20,23,13,5,3,2,6,70,5,3425,398,3495,403
2021,"Newham 014","E02000727",8518,4977,157,141,3,1,7,2,1,1,0,0,0,3,16,0,2959,257,2975,257
2021,"Newham 015","E02000728",8526,4582,166,179,2,0,10,5,2,3,0,0,0,0,15,6,3283,283,3298,289
2021,"Newham 016","E02000729",7328,4402,256,217,7,6,25,10,3,9,0,1,0,2,35,2,2123,255,2158,257
2021,"Newham 017","E02000730",9929,5788,127,205,5,2,11,3,4,1,0,0,0,3,23,3,3461,304,3484,307
2021,"Newham 018","E02000731",9962,5680,199,201,0,0,13,6,3,0,1,0,0,3,21,2,3544,302,3565,304
2021,"Newham 019","E02000732",8900,5423,265,252,26,17,13,6,3,3,1,0,0,0,15,5,2560,324,2575,329
2021,"Newham 020","E02000733",10095,6017,449,327,11,5,46,25,6,6,0,0,0,9,41,4,2794,401,2835,405
2021,"Newham 021","E02000734",7303,4147,305,266,9,2,26,9,6,4,3,0,0,4,34,6,2247,261,2281,267
2021,"Newham 022","E02000735",8612,5018,280,193,9,0,17,5,2,5,3,0,0,2,38,1,2688,368,2726,369
2021,"Newham 023","E02000736",9203,5491,478,281,4,4,25,9,8,4,2,0,0,2,28,1,2648,243,2676,244
2021,"Newham 024","E02000737",10379,6116,509,322,7,5,39,17,7,6,2,0,0,7,29,5,3094,253,3123,258
2021,"Newham 025","E02000738",9575,5481,373,272,8,4,32,12,7,5,1,0,0,7,38,11,3026,330,3064,341
2021,"Newham 026","E02000739",7723,4304,326,271,2,3,18,9,2,4,1,0,0,2,29,4,2493,273,2522,277
2021,"Newham 027","E02000740",6768,3970,441,242,7,0,40,16,7,7,0,0,0,10,31,3,1819,215,1850,218
2021,"Newham 028","E02000741",8243,4789,477,312,7,4,19,2,6,5,1,2,0,3,23,2,2301,309,2324,311
2021,"Newham 029","E02000742",8700,5168,420,281,5,5,26,11,9,4,0,0,1,1,20,0,2456,319,2476,319
2021,"Newham 030","E02000743",10280,5824,549,425,7,4,37,10,9,6,0,0,0,12,42,7,3039,346,3081,353
2021,"Newham 031","E02000744",9176,4739,703,419,9,3,25,8,7,6,0,0,0,4,33,14,2876,355,2909,369
2021,"Newham 032","E02000745",8597,4472,527,349,3,1,24,10,3,2,3,1,0,5,65,4,2895,257,2960,261
2021,"Newham 033","E02000746",9426,5468,502,401,11,11,49,24,8,6,2,0,0,9,50,5,2572,357,2622,362
2021,"Newham 034","E02000747",13100,6225,787,672,25,15,101,43,16,19,6,2,0,15,57,10,4525,683,4582,693
2021,"Newham 035","E02000748",6274,2869,422,205,5,2,34,14,5,6,6,0,0,3,23,3,2484,227,2507,230
2021,"Newham 036","E02000749",9552,5295,755,447,8,2,33,12,6,11,0,0,0,4,43,5,2633,331,2676,336
2021,"Redbridge 001","E02000751",11158,6850,1545,949,26,22,93,45,15,15,4,0,0,14,120,31,1141,381,1261,412
2021,"Redbridge 002","E02000752",8782,5209,1052,639,8,3,35,12,7,6,5,0,0,5,26,8,1530,272,1556,280
2021,"Redbridge 003","E02000753",6919,3865,889,498,9,4,23,10,5,4,0,0,0,4,26,3,1369,233,1395,236
2021,"Redbridge 004","E02000754",6768,3930,874,561,17,6,47,16,6,10,6,2,0,7,90,14,979,250,1069,264
2021,"Redbridge 005","E02000755",5482,3171,825,482,12,6,28,12,2,7,1,0,0,6,52,4,734,168,786,172
2021,"Redbridge 006","E02000756",14597,8512,1411,987,9,9,59,27,6,13,0,0,0,13,57,2,3112,439,3169,441
2021,"Redbridge 007","E02000757",12397,7361,1246,1145,43,14,130,54,22,18,9,2,0,25,149,28,1827,454,1976,482
2021,"Redbridge 008","E02000758",6885,4784,523,352,2,1,22,8,7,4,1,1,0,1,21,7,950,223,971,230
2021,"Redbridge 009","E02000759",13088,8031,1271,882,22,16,92,36,18,17,4,0,0,17,142,37,2113,482,2255,519
2021,"Redbridge 010","E02000760",7537,4706,595,437,3,0,41,9,6,12,0,0,0,14,47,6,1475,227,1522,233
2021,"Redbridge 012","E02000762",6620,4624,307,298,2,3,13,4,3,3,0,0,0,3,10,1,1109,253,1119,254
2021,"Redbridge 013","E02000763",8015,5026,492,329,4,5,20,4,2,8,2,1,0,3,33,5,1779,322,1812,327
2021,"Redbridge 014","E02000764",12308,7303,1220,1079,38,24,161,58,32,33,13,4,1,20,243,25,1787,428,2030,453
2021,"Redbridge 015","E02000765",7533,4636,291,244,5,2,18,6,3,5,1,0,0,3,33,6,2027,271,2060,277
2021,"Redbridge 017","E02000767",8624,5269,409,362,4,3,22,6,3,6,0,0,0,7,23,5,2165,362,2188,367
2021,"Redbridge 018","E02000768",5788,3552,600,594,12,8,92,35,21,16,3,2,2,13,123,24,544,239,667,263
2021,"Redbridge 020","E02000770",8125,5253,296,215,1,0,12,4,1,4,0,0,0,3,39,0,2005,304,2044,304
2021,"Redbridge 022","E02000772",8385,5278,310,224,5,1,18,4,0,9,1,0,0,4,32,0,2203,314,2235,314
2021,"Redbridge 023","E02000773",10733,7264,275,273,3,0,16,6,2,6,1,0,0,1,22,3,2470,407,2492,410
2021,"Redbridge 024","E02000774",8110,4938,234,198,5,3,17,7,3,2,1,1,0,3,47,4,2360,304,2407,308
2021,"Redbridge 026","E02000776",7038,4523,230,220,5,1,11,4,3,3,0,0,0,1,35,1,1761,251,1796,252
2021,"Redbridge 027","E02000777",6002,3694,658,514,17,11,73,20,17,20,5,1,1,9,114,18,713,190,827,208
2021,"Redbridge 029","E02000779",8418,4557,243,226,3,1,17,3,2,5,3,0,0,4,40,5,2994,332,3034,337
2021,"Redbridge 031","E02000781",16293,11623,599,421,7,4,23,5,3,7,5,0,0,3,85,6,3087,438,3172,444
2021,"Redbridge 032","E02000782",11490,6641,288,242,1,3,20,5,1,9,2,0,0,3,40,5,3847,403,3887,408
2021,"Redbridge 033","E02000783",7395,4586,159,154,2,2,10,2,0,2,2,0,0,4,21,1,2243,217,2264,218
2021,"Richmond upon Thames 001","E02000784",10131,5725,819,897,39,23,161,49,54,20,8,0,0,30,162,28,1684,593,1846,621
2021,"Richmond upon Thames 002","E02000785",9714,5377,800,950,54,33,204,87,36,18,14,0,0,49,145,38,1625,488,1770,526
2021,"Richmond upon Thames 003","E02000786",11370,6355,1043,1182,55,36,236,85,57,34,14,1,0,45,180,43,1672,568,1852,611
2021,"Richmond upon Thames 004","E02000787",12082,6445,1023,1172,42,30,167,66,33,28,5,1,0,34,187,35,2290,691,2477,726
2021,"Richmond upon Thames 005","E02000788",9092,5167,753,943,37,27,133,38,38,23,4,3,0,27,117,36,1373,506,1490,542
2021,"Richmond upon Thames 006","E02000789",6300,3327,599,539,29,22,130,40,43,19,5,4,0,19,112,17,1143,382,1255,399
2021,"Richmond upon Thames 007","E02000790",6584,3752,518,676,29,23,125,33,29,23,7,1,0,32,145,20,932,364,1077,384
2021,"Richmond upon Thames 008","E02000791",6472,3017,488,558,20,22,125,43,29,20,8,3,0,22,125,15,1617,485,1742,500
2021,"Richmond upon Thames 009","E02000792",7149,3841,558,672,28,19,146,53,36,18,8,1,0,30,128,40,1282,435,1410,475
2021,"Richmond upon Thames 010","E02000793",8108,4587,1160,748,32,16,101,39,22,12,8,0,0,20,182,29,998,255,1180,284
2021,"Richmond upon Thames 011","E02000794",7014,3925,705,741,41,22,122,49,26,20,6,1,1,19,125,14,995,324,1120,338
2021,"Richmond upon Thames 012","E02000795",6926,3997,573,640,24,12,101,30,26,13,8,1,1,22,78,17,1093,391,1171,408
2021,"Richmond upon Thames 013","E02000796",11089,6482,1442,968,26,16,102,49,11,9,8,1,0,24,130,32,1537,354,1667,386
2021,"Richmond upon Thames 014","E02000797",7871,4332,666,864,59,34,148,51,47,14,10,5,0,21,179,27,1176,386,1355,413
2021,"Richmond upon Thames 015","E02000798",11308,6660,1262,1125,40,38,158,57,39,18,11,0,0,33,161,39,1339,486,1500,525
2021,"Richmond upon Thames 016","E02000799",6605,3774,700,816,46,28,146,51,25,36,12,5,0,17,144,22,683,246,827,268
2021,"Richmond upon Thames 017","E02000800",5410,3101,607,490,7,9,54,24,7,3,2,0,0,18,38,5,785,314,823,319
2021,"Richmond upon Thames 018","E02000801",7111,4344,663,779,38,22,142,46,31,23,9,3,3,27,119,17,700,287,819,304
2021,"Richmond upon Thames 019","E02000802",7024,4231,734,781,44,25,124,59,24,12,3,1,0,25,96,25,704,260,800,285
2021,"Richmond upon Thames 020","E02000803",9717,5704,1303,1064,32,16,93,32,20,22,4,1,0,14,109,17,1061,318,1170,335
2021,"Richmond upon Thames 021","E02000804",7149,4048,730,929,36,29,137,39,30,27,6,3,0,32,106,23,832,279,938,302
2021,"Richmond upon Thames 022","E02000805",10755,6324,993,1192,69,49,188,63,48,38,6,2,0,31,157,28,1274,481,1431,509
2021,"Richmond upon Thames 023","E02000806",10300,6257,1195,1173,63,29,149,53,31,17,16,2,0,30,107,30,904,393,1011,423
2021,"Southwark 001","E02000807",8228,3646,746,652,30,14,106,32,23,22,9,3,2,15,115,24,2258,637,2373,661
2021,"Southwark 002","E02000808",10166,4555,607,668,50,16,150,49,39,22,13,1,0,26,161,30,3317,612,3478,642
2021,"Southwark 004","E02000810",11897,6271,1075,848,27,13,167,52,25,31,22,3,3,31,136,24,2722,614,2858,638
2021,"Southwark 006","E02000812",10788,6183,631,563,30,11,120,48,24,25,2,2,0,19,164,25,2471,590,2635,615
2021,"Southwark 007","E02000813",10223,5168,897,601,24,9,98,42,12,26,5,0,0,13,119,23,2797,487,2916,510
2021,"Southwark 008","E02000814",10289,4739,757,761,30,18,123,57,37,5,7,1,1,15,133,41,2923,764,3056,805
2021,"Southwark 009","E02000815",7616,3659,258,519,25,11,121,55,26,23,5,0,0,12,111,23,2484,405,2595,428
2021,"Southwark 010","E02000816",9609,4935,1059,658,20,7,103,32,22,14,12,1,1,21,109,23,2297,398,2406,421
2021,"Southwark 011","E02000817",6822,3738,862,416,18,15,70,40,9,11,3,0,0,7,70,8,1386,239,1456,247
2021,"Southwark 012","E02000818",9792,5220,633,639,19,8,187,89,32,24,7,0,0,35,147,22,2457,460,2604,482
2021,"Southwark 013","E02000819",8499,5029,632,447,16,8,72,25,17,14,4,1,0,11,68,19,1894,314,1962,333
2021,"Southwark 014","E02000820",9248,5133,600,600,22,12,109,49,16,17,6,0,1,20,119,25,2182,446,2301,471
2021,"Southwark 015","E02000821",9356,5018,416,370,10,7,43,18,3,9,4,1,1,7,63,5,3038,386,3101,391
2021,"Southwark 016","E02000822",6719,3927,478,324,17,7,76,31,10,18,6,1,0,10,71,7,1571,241,1642,248
2021,"Southwark 017","E02000823",8689,4981,537,500,11,5,118,41,32,18,4,2,0,21,88,15,2033,401,2121,416
2021,"Southwark 018","E02000824",9903,6200,530,440,18,8,70,36,10,9,1,0,0,14,92,5,2187,353,2279,358
2021,"Southwark 019","E02000825",10225,6728,389,397,20,20,56,22,11,13,2,0,0,8,63,10,2127,415,2190,425
2021,"Southwark 020","E02000826",9884,5821,529,589,47,18,101,47,24,16,6,1,0,7,109,25,2218,427,2327,452
2021,"Southwark 021","E02000827",11309,6650,552,582,13,16,114,30,24,22,10,2,1,25,122,24,2717,519,2839,543
2021,"Southwark 022","E02000828",8813,5435,453,422,17,11,80,32,10,12,7,2,1,16,84,25,2014,272,2098,297
2021,"Southwark 023","E02000829",10926,6900,649,712,28,14,160,59,27,36,8,1,3,26,126,46,1901,390,2027,436
2021,"Southwark 024","E02000830",8883,5164,460,722,41,14,185,74,41,29,11,4,1,25,124,27,1707,439,1831,466
2021,"Southwark 025","E02000831",9353,5767,621,681,36,26,185,72,34,27,7,3,0,42,118,34,1458,427,1576,461
2021,"Southwark 026","E02000832",9685,6361,735,634,29,13,140,53,36,21,5,1,0,24,112,23,1330,308,1442,331
2021,"Southwark 027","E02000833",7486,4567,400,423,11,9,83,40,11,12,5,2,0,13,95,22,1524,352,1619,374
2021,"Southwark 028","E02000834",9388,5800,599,849,56,32,209,69,32,47,24,0,1,36,171,41,1210,421,1381,462
2021,"Southwark 029","E02000835",7679,4876,591,611,26,26,140,54,32,14,8,0,0,32,128,26,904,351,1032,377
2021,"Southwark 030","E02000836",8297,5149,591,766,45,23,145,56,31,17,9,1,0,31,159,43,958,418,1117,461
2021,"Southwark 031","E02000837",8560,5211,640,876,51,27,178,53,41,25,9,1,2,47,139,41,911,486,1050,527
2021,"Southwark 032","E02000838",9497,5737,641,797,45,23,166,56,28,25,17,5,1,34,165,35,1447,441,1612,476
2021,"Southwark 033","E02000839",8477,5237,639,579,16,21,100,35,27,15,8,0,0,15,116,32,1311,426,1427,458
2021,"Sutton 001","E02000840",9317,5248,1412,982,12,0,41,13,7,8,4,2,0,7,42,10,1289,281,1331,291
2021,"Sutton 002","E02000841",9186,4863,1438,1001,10,3,33,12,6,5,2,0,0,8,57,5,1474,302,1531,307
2021,"Sutton 003","E02000842",8278,4543,1456,805,14,4,44,21,7,5,2,0,1,8,89,15,1043,265,1132,280
2021,"Sutton 004","E02000843",9473,5232,1299,1049,27,8,64,21,15,10,3,0,0,15,78,12,1383,321,1461,333
2021,"Sutton 005","E02000844",8659,4954,1439,962,23,3,34,15,3,5,1,2,0,8,53,17,914,260,967,277
2021,"Sutton 006","E02000845",9422,5262,1330,1086,15,4,92,32,26,11,6,0,3,14,106,13,1116,398,1222,411
2021,"Sutton 007","E02000846",7614,4193,1205,692,10,3,39,16,8,5,3,0,0,7,64,8,1057,343,1121,351
2021,"Sutton 008","E02000847",9421,5284,1658,1036,19,16,73,36,9,12,4,1,0,11,121,18,856,340,977,358
2021,"Sutton 009","E02000848",8140,4554,1639,839,15,2,29,12,5,3,2,0,0,7,88,5,713,256,801,261
2021,"Sutton 010","E02000849",8178,4649,1382,1000,11,9,66,24,9,16,3,3,0,11,68,10,776,207,844,217
2021,"Sutton 011","E02000850",10835,6505,1768,1087,18,7,56,23,4,14,4,0,0,11,66,15,975,338,1041,353
2021,"Sutton 012","E02000851",11581,5811,1345,930,29,8,77,31,14,24,3,0,0,5,87,10,2769,515,2856,525
2021,"Sutton 013","E02000852",8144,4368,1221,853,18,12,65,28,15,4,0,0,0,18,84,16,1172,335,1256,351
2021,"Sutton 014","E02000853",8170,4461,1170,821,18,9,49,15,14,6,4,0,1,9,77,16,1217,332,1294,348
2021,"Sutton 015","E02000854",7615,4361,1199,919,32,10,85,32,20,11,4,1,0,17,111,32,610,256,721,288
2021,"Sutton 016","E02000855",8204,4676,1341,1040,32,13,92,31,22,11,0,2,2,24,72,16,639,283,711,299
2021,"Sutton 017","E02000856",9330,5617,1197,972,23,8,80,38,14,11,4,0,0,13,80,24,1022,307,1102,331
2021,"Sutton 018","E02000857",8992,4645,892,804,21,13,80,36,14,10,12,0,0,8,75,11,1994,457,2069,468
2021,"Sutton 019","E02000858",8572,5200,1253,848,2,6,56,31,12,7,2,0,0,4,61,10,892,244,953,254
2021,"Sutton 020","E02000859",8488,5085,1344,888,29,13,58,23,8,11,6,0,0,10,83,12,755,221,838,233
2021,"Sutton 021","E02000860",8788,4478,1024,772,17,10,74,22,15,7,5,1,0,24,74,13,1921,405,1995,418
2021,"Sutton 022","E02000861",7775,4764,1094,864,20,17,64,19,25,5,4,1,0,10,67,10,555,320,622,330
2021,"Sutton 024","E02000863",6737,4200,1058,694,12,9,37,5,15,7,5,0,0,5,54,7,415,251,469,258
2021,"Tower Hamlets 001","E02000864",11260,6900,892,827,43,32,142,59,22,27,9,3,0,22,143,26,1822,433,1965,459
2021,"Tower Hamlets 002","E02000865",7962,5050,509,386,14,7,96,41,22,13,4,2,0,14,82,8,1511,299,1593,307
2021,"Tower Hamlets 003","E02000866",10645,6323,872,784,30,16,173,60,45,31,9,3,0,25,143,33,1788,483,1931,516
2021,"Tower Hamlets 004","E02000867",11326,6499,741,703,49,18,175,65,33,42,11,1,0,23,131,28,2390,592,2521,620
2021,"Tower Hamlets 005","E02000868",7197,4241,348,385,28,10,82,34,17,12,4,1,1,13,123,14,1617,349,1740,363
2021,"Tower Hamlets 006","E02000869",5930,3565,390,351,3,3,92,44,21,10,5,0,2,10,77,12,1156,281,1233,293
2021,"Tower Hamlets 007","E02000870",6368,3826,499,346,14,4,88,42,22,12,2,0,1,9,57,13,1305,216,1362,229
2021,"Tower Hamlets 008","E02000871",11519,7400,357,494,27,10,85,29,18,22,10,0,0,6,68,23,2628,427,2696,450
2021,"Tower Hamlets 009","E02000872",8146,4775,296,352,26,5,124,62,20,25,7,0,2,8,74,28,2097,369,2171,397
2021,"Tower Hamlets 010","E02000873",9852,5799,435,534,17,9,100,37,13,11,8,6,0,25,48,18,2447,445,2495,463
2021,"Tower Hamlets 011","E02000874",7494,4682,280,285,7,4,60,30,12,10,3,0,0,5,65,11,1785,315,1850,326
2021,"Tower Hamlets 012","E02000875",13568,8880,537,556,32,12,109,46,13,18,12,0,0,20,78,19,2826,519,2904,538
2021,"Tower Hamlets 013","E02000876",7271,4271,209,327,12,9,67,37,9,10,3,1,0,7,78,9,1992,297,2070,306
2021,"Tower Hamlets 014","E02000877",13809,8793,489,681,29,10,114,38,25,24,10,2,0,15,101,17,3061,514,3162,531
2021,"Tower Hamlets 015","E02000878",10437,5603,253,386,26,9,89,32,19,18,7,0,3,10,83,18,3524,446,3607,464
2021,"Tower Hamlets 016","E02000879",8341,5150,474,386,17,6,56,32,9,4,4,1,0,6,66,11,1879,296,1945,307
2021,"Tower Hamlets 017","E02000880",6519,3846,225,257,21,6,71,18,10,22,2,3,0,16,49,11,1797,236,1846,247
2021,"Tower Hamlets 018","E02000881",10831,6752,473,441,12,10,74,32,6,9,9,0,0,18,46,4,2543,476,2589,480
2021,"Tower Hamlets 019","E02000882",11502,8232,463,459,15,5,67,32,13,15,1,0,0,6,61,12,1818,370,1879,382
2021,"Tower Hamlets 020","E02000883",9288,5813,589,358,30,4,53,22,7,14,3,0,0,7,33,5,2099,304,2132,309
2021,"Tower Hamlets 021","E02000884",12769,6492,325,433,22,14,97,33,19,20,11,0,1,13,85,13,4707,581,4792,594
2021,"Tower Hamlets 022","E02000885",7055,4584,332,191,7,7,37,18,5,4,4,0,0,6,40,11,1584,262,1624,273
2021,"Tower Hamlets 023","E02000886",9587,5245,392,511,19,10,104,38,26,16,6,2,0,16,77,13,2652,564,2729,577
2021,"Tower Hamlets 024","E02000887",10799,6596,526,474,13,10,81,31,19,22,3,1,0,5,60,6,2586,447,2646,453
2021,"Tower Hamlets 025","E02000888",8621,5097,329,347,21,25,83,36,21,16,3,1,0,6,80,15,2201,423,2281,438
2021,"Tower Hamlets 026","E02000889",8966,4702,416,494,27,17,93,33,25,12,7,0,0,16,100,21,2642,454,2742,475
2021,"Tower Hamlets 027","E02000890",5816,2938,416,419,26,16,96,38,18,19,5,1,0,15,73,16,1452,364,1525,380
2021,"Tower Hamlets 030","E02000893",7412,3902,613,405,10,9,52,27,12,6,0,1,0,6,52,11,1949,409,2001,420
2021,"Tower Hamlets 031","E02000894",11007,5414,630,588,29,8,76,27,18,15,3,3,0,10,98,20,3363,781,3461,801
2021,"Waltham Forest 001","E02000895",8375,5068,1412,787,8,7,52,20,11,10,2,0,0,9,92,7,773,169,865,176
2021,"Waltham Forest 002","E02000896",9327,5380,1507,981,28,7,86,30,23,14,6,0,0,13,112,25,969,232,1081,257
2021,"Waltham Forest 003","E02000897",8565,5096,1244,891,6,6,60,16,10,12,7,0,0,15,80,17,938,227,1018,244
2021,"Waltham Forest 004","E02000898",8011,4758,1303,767,7,8,64,24,14,7,1,0,0,18,69,23,793,219,862,242
2021,"Waltham Forest 005","E02000899",8813,5258,1171,630,4,4,31,11,4,7,5,0,0,4,57,9,1403,246,1460,255
2021,"Waltham Forest 006","E02000900",8976,5662,909,518,8,6,20,11,1,2,1,1,0,4,52,11,1462,328,1514,339
2021,"Waltham Forest 007","E02000901",10493,6293,1386,979,24,12,98,32,14,21,7,2,0,22,110,34,1216,341,1326,375
2021,"Waltham Forest 008","E02000902",9957,6357,864,639,13,8,45,19,3,9,4,2,0,8,83,19,1585,344,1668,363
2021,"Waltham Forest 009","E02000903",10275,6321,740,617,10,6,68,28,8,13,3,5,0,11,90,26,1994,403,2084,429
2021,"Waltham Forest 010","E02000904",8424,5158,619,495,14,11,89,36,18,11,3,0,0,21,73,12,1637,316,1710,328
2021,"Waltham Forest 011","E02000905",10473,6184,660,646,19,14,128,47,27,18,6,2,0,28,94,28,2276,424,2370,452
2021,"Waltham Forest 012","E02000906",9651,5795,556,578,36,5,96,46,21,12,0,5,0,12,104,28,2034,419,2138,447
2021,"Waltham Forest 013","E02000907",10580,6423,662,628,28,8,81,26,15,16,10,0,0,14,96,15,2245,394,2341,409
2021,"Waltham Forest 014","E02000908",12901,7232,700,740,40,23,151,68,27,16,3,4,0,33,168,33,3179,635,3347,668
2021,"Waltham Forest 015","E02000909",9250,5561,637,680,34,18,106,47,25,18,4,1,0,11,130,32,1634,418,1764,450
2021,"Waltham Forest 016","E02000910",11430,6473,660,637,31,10,168,73,23,26,6,5,0,35,109,23,2784,535,2893,558
2021,"Waltham Forest 017","E02000911",12961,7372,629,702,33,13,148,73,21,19,10,2,0,23,146,23,3345,550,3491,573
2021,"Waltham Forest 018","E02000912",9742,6119,494,479,17,9,91,35,15,21,2,5,0,13,62,18,2076,377,2138,395
2021,"Waltham Forest 019","E02000913",9642,6337,447,431,10,5,65,26,7,15,2,0,0,15,91,12,1884,360,1975,372
2021,"Waltham Forest 020","E02000914",11797,7305,467,413,10,4,64,30,8,10,4,1,0,11,63,10,2986,475,3049,485
2021,"Waltham Forest 021","E02000915",8111,4711,524,548,23,12,87,43,12,16,2,0,1,13,132,19,1692,363,1824,382
2021,"Waltham Forest 022","E02000916",10564,6237,444,426,27,7,92,46,20,14,3,0,0,9,104,20,2785,422,2889,442
2021,"Waltham Forest 023","E02000917",9589,5243,503,443,15,11,112,50,23,15,5,1,1,17,99,26,2714,423,2813,449
2021,"Waltham Forest 024","E02000918",9323,5282,515,508,20,4,83,31,11,12,12,1,0,16,91,22,2390,408,2481,430
2021,"Waltham Forest 025","E02000919",9240,4988,421,377,24,7,84,40,9,18,4,0,0,13,118,24,2783,414,2901,438
2021,"Waltham Forest 026","E02000920",10300,6123,462,447,15,5,61,24,11,11,6,0,0,9,57,13,2706,411,2763,424
2021,"Waltham Forest 027","E02000921",11201,6633,571,532,12,9,50,18,8,10,2,0,0,12,120,13,2855,406,2975,419
2021,"Waltham Forest 028","E02000922",10460,5661,566,469,36,7,65,31,10,10,3,1,0,10,78,14,3114,450,3192,464
2021,"Wandsworth 001","E02000923",7525,3774,444,599,34,7,126,51,26,17,5,2,0,25,111,27,1978,425,2089,452
2021,"Wandsworth 003","E02000925",7900,4561,550,458,13,9,88,33,13,16,5,0,0,21,103,15,1743,360,1846,375
2021,"Wandsworth 004","E02000926",11639,5838,817,925,41,24,186,69,46,26,14,0,0,31,181,38,2937,652,3118,690
2021,"Wandsworth 005","E02000927",7105,3967,580,739,12,13,126,41,23,16,12,3,0,31,126,23,1176,343,1302,366
2021,"Wandsworth 006","E02000928",8358,4636,645,858,51,40,189,52,44,32,11,4,1,45,161,36,1260,482,1421,518
2021,"Wandsworth 007","E02000929",8103,4806,431,523,10,15,72,17,22,8,2,1,0,22,59,9,1881,297,1940,306
2021,"Wandsworth 008","E02000930",10079,5070,683,1002,54,27,225,88,47,27,26,4,0,33,215,42,2308,453,2523,495
2021,"Wandsworth 009","E02000931",8817,4416,568,1006,51,38,220,65,78,25,7,1,0,44,156,34,1746,582,1902,616
