"date","geography","geography code","Population Density: Persons per square kilometre; measures: Value"
2021,"Lambeth 019","E02000636",8353.5
2021,"Lambeth 020","E02000637",14384.5
2021,"Lambeth 021","E02000638",14968.6
2021,"Lambeth 022","E02000639",14241
2021,"Lambeth 023","E02000640",11359.2
2021,"Lambeth 024","E02000641",14129
2021,"Lambeth 025","E02000642",9047.2
2021,"Lambeth 026","E02000643",13395.2
2021,"Lambeth 027","E02000644",9421.7
2021,"Lambeth 028","E02000645",8413.2
2021,"Lambeth 029","E02000646",10021.1
2021,"Lambeth 030","E02000647",8881.5
2021,"Lambeth 031","E02000648",11111.9
2021,"Lambeth 032","E02000649",12043.4
2021,"Lambeth 033","E02000650",9926.2
2021,"Lambeth 034","E02000651",7803.9
2021,"Lambeth 035","E02000652",10998.1
2021,"Lambeth 036","E02006801",7465.1
2021,"Lewisham 001","E02000653",18645.4
2021,"Lewisham 002","E02000654",9287.5
2021,"Lewisham 003","E02000655",10508.9
2021,"Lewisham 005","E02000657",11336.7
2021,"Lewisham 006","E02000658",11135.7
2021,"Lewisham 007","E02000659",7859.4
2021,"Lewisham 008","E02000660",10100.9
2021,"Lewisham 009","E02000661",5046.2
2021,"Lewisham 010","E02000662",10772.7
2021,"Lewisham 011","E02000663",10361.3
2021,"Lewisham 013","E02000665",10189.9
2021,"Lewisham 014","E02000666",7550.7
2021,"Lewisham 015","E02000667",9193
2021,"Lewisham 016","E02000668",6798.1
2021,"Lewisham 017","E02000669",12413.6
2021,"Lewisham 018","E02000670",10790
2021,"Lewisham 019","E02000671",8790.1
2021,"Lewisham 020","E02000672",8860.5
2021,"Lewisham 021","E02000673",7676.9
2021,"Lewisham 022","E02000674",10341.3
2021,"Lewisham 023","E02000675",5949.2
2021,"Lewisham 024","E02000676",10480
2021,"Lewisham 025","E02000677",6865.4
2021,"Lewisham 026","E02000678",6736.7
2021,"Lewisham 027","E02000679",8664.1
2021,"Lewisham 028","E02000680",9170
2021,"Lewisham 029","E02000681",6258.7
2021,"Lewisham 030","E02000682",7504
2021,"Lewisham 031","E02000683",7056.6
2021,"Lewisham 033","E02000685",8407.6
2021,"Lewisham 034","E02000686",4353.3
2021,"Lewisham 035","E02000687",10636.9
2021,"Lewisham 037","E02006783",8284.8
2021,"Lewisham 038","E02006784",5521.8
2021,"Lewisham 039","E02006798",10835.1
2021,"Lewisham 040","E02007008",15861.3
2021,"Lewisham 041","E02007009",8701.7
2021,"Merton 001","E02000689",4645.7
2021,"Merton 002","E02000690",1022.6
2021,"Merton 003","E02000691",7923.1
2021,"Merton 004","E02000692",6690.3
2021,"Merton 005","E02000693",9406.2
2021,"Merton 006","E02000694",11754.9
2021,"Merton 007","E02000695",10712.9
2021,"Merton 008","E02000696",11646.4
2021,"Merton 009","E02000697",7535.8
2021,"Merton 010","E02000698",4692.8
2021,"Merton 011","E02000699",8825.6
2021,"Merton 012","E02000700",9394.7
2021,"Merton 013","E02000701",9418.7
2021,"Merton 014","E02000702",5982.4
2021,"Merton 015","E02000703",5399
2021,"Merton 016","E02000704",5146
2021,"Merton 017","E02000705",7512.1
2021,"Merton 018","E02000706",11093.3
2021,"Merton 019","E02000707",7162.2
2021,"Merton 020","E02000708",5398.5
2021,"Merton 021","E02000709",4645.4
2021,"Merton 022","E02000710",2847.6
2021,"Merton 023","E02000711",7096.5
2021,"Merton 024","E02000712",5929
2021,"Merton 025","E02000713",5088
2021,"Newham 001","E02000714",14037.9
2021,"Newham 002","E02000715",16767
2021,"Newham 003","E02000716",4691.1
2021,"Newham 004","E02000717",16818.3
2021,"Newham 005","E02000718",11847.7
2021,"Newham 006","E02000719",11631.9
2021,"Newham 007","E02000720",14275.6
2021,"Newham 008","E02000721",16184.5
2021,"Newham 009","E02000722",18000.9
2021,"Newham 010","E02000723",15765.4
2021,"Newham 011","E02000724",20175.1
2021,"Newham 012","E02000725",12598.7
2021,"Newham 014","E02000727",21589
2021,"Newham 015","E02000728",13006.4
2021,"Newham 016","E02000729",10404.7
2021,"Newham 017","E02000730",19725.9
2021,"Newham 018","E02000731",17149.3
2021,"Newham 019","E02000732",20154
2021,"Newham 020","E02000733",13641.4
2021,"Newham 021","E02000734",19180.5
2021,"Newham 022","E02000735",15708.8
2021,"Newham 023","E02000736",7344.4
2021,"Newham 024","E02000737",12342.7
2021,"Newham 025","E02000738",20855.8
2021,"Newham 026","E02000739",17035.7
2021,"Newham 027","E02000740",5348.6
2021,"Newham 028","E02000741",10913.3
2021,"Newham 029","E02000742",11003.8
2021,"Newham 030","E02000743",16407.6
2021,"Newham 031","E02000744",15329.2
2021,"Newham 032","E02000745",11870.8
2021,"Newham 033","E02000746",2237
2021,"Newham 034","E02000747",6901.7
2021,"Newham 035","E02000748",4711.9
2021,"Newham 036","E02000749",6731
2021,"Newham 038","E02006995",11926
2021,"Newham 039","E02006996",8765.2
2021,"Newham 040","E02006997",4028.3
2021,"Newham 041","E02006998",3378.8
2021,"Newham 042","E02006999",9214.1
2021,"Redbridge 001","E02000751",3629.4
2021,"Redbridge 002","E02000752",1798
2021,"Redbridge 003","E02000753",9134.1
2021,"Redbridge 004","E02000754",5489.5
2021,"Redbridge 005","E02000755",4073.2
2021,"Redbridge 006","E02000756",4061
2021,"Redbridge 007","E02000757",8308
2021,"Redbridge 008","E02000758",6005.2
2021,"Redbridge 009","E02000759",5582.9
2021,"Redbridge 010","E02000760",7250.5
2021,"Redbridge 012","E02000762",8261.8
2021,"Redbridge 013","E02000763",1036.1
2021,"Redbridge 014","E02000764",6195
2021,"Redbridge 015","E02000765",10376.4
2021,"Redbridge 017","E02000767",9835.8
2021,"Redbridge 018","E02000768",3407.1
2021,"Redbridge 020","E02000770",6975.4
2021,"Redbridge 022","E02000772",5974.2
2021,"Redbridge 023","E02000773",11274.2
2021,"Redbridge 024","E02000774",11940.8
2021,"Redbridge 026","E02000776",11725.8
2021,"Redbridge 027","E02000777",1715.6
2021,"Redbridge 029","E02000779",9418.2
2021,"Redbridge 031","E02000781",8648
2021,"Redbridge 032","E02000782",16771.8
2021,"Redbridge 033","E02000783",13056.1
2021,"Redbridge 034","E02006800",8921.4
2021,"Redbridge 035","E02006924",5652.5
2021,"Redbridge 036","E02006925",5788.4
2021,"Redbridge 037","E02007017",9766.2
2021,"Redbridge 038","E02007018",11883
2021,"Redbridge 039","E02007019",11459.2
2021,"Redbridge 040","E02007020",15218.1
2021,"Richmond upon Thames 001","E02000784",3837.1
2021,"Richmond upon Thames 002","E02000785",2397.3
2021,"Richmond upon Thames 003","E02000786",6171.4
2021,"Richmond upon Thames 004","E02000787",6867.4
2021,"Richmond upon Thames 005","E02000788",8385.4
2021,"Richmond upon Thames 006","E02000789",3432.7
2021,"Richmond upon Thames 007","E02000790",8290.3
2021,"Richmond upon Thames 008","E02000791",5779.6
2021,"Richmond upon Thames 009","E02000792",5739.1
2021,"Richmond upon Thames 010","E02000793",6110.2
2021,"Richmond upon Thames 011","E02000794",4790.7
2021,"Richmond upon Thames 012","E02000795",573.2
2021,"Richmond upon Thames 013","E02000796",5797.7
2021,"Richmond upon Thames 014","E02000797",8635.7
2021,"Richmond upon Thames 015","E02000798",4603.8
2021,"Richmond upon Thames 016","E02000799",5139.7
2021,"Richmond upon Thames 017","E02000800",2951.5
2021,"Richmond upon Thames 018","E02000801",7181.8
2021,"Richmond upon Thames 019","E02000802",4844.4
2021,"Richmond upon Thames 020","E02000803",4983.3
2021,"Richmond upon Thames 021","E02000804",1907.2
2021,"Richmond upon Thames 022","E02000805",3923.2
2021,"Richmond upon Thames 023","E02000806",1497.6
2021,"Southwark 001","E02000807",11517.6
2021,"Southwark 002","E02000808",9669.1
2021,"Southwark 004","E02000810",17338.6
2021,"Southwark 006","E02000812",15374.1
2021,"Southwark 007","E02000813",11445.4
2021,"Southwark 008","E02000814",10488.2
2021,"Southwark 009","E02000815",18072.2
2021,"Southwark 010","E02000816",12650.1
2021,"Southwark 011","E02000817",10297.4
2021,"Southwark 012","E02000818",16725.3
2021,"Southwark 013","E02000819",15832.7
2021,"Southwark 014","E02000820",20539.9
2021,"Southwark 015","E02000821",13031.6
2021,"Southwark 016","E02000822",14021.3
2021,"Southwark 017","E02000823",13494.4
2021,"Southwark 018","E02000824",10198.8
2021,"Southwark 019","E02000825",19201.9
2021,"Southwark 020","E02000826",17965.5
2021,"Southwark 021","E02000827",16604.5
2021,"Southwark 022","E02000828",13848.2
2021,"Southwark 023","E02000829",13778.5
2021,"Southwark 024","E02000830",10630.6
2021,"Southwark 025","E02000831",11605.7
2021,"Southwark 026","E02000832",11452.9
2021,"Southwark 027","E02000833",9060.9
2021,"Southwark 028","E02000834",7735.7
2021,"Southwark 029","E02000835",5259.9
2021,"Southwark 030","E02000836",10975
2021,"Southwark 031","E02000837",3595.3
2021,"Southwark 032","E02000838",8877.4
2021,"Southwark 033","E02000839",3070.2
2021,"Southwark 034","E02006802",13445.4
2021,"Southwark 035","E02006941",14233.7
2021,"Southwark 036","E02006942",17104.5
2021,"Sutton 001","E02000840",6815.6
2021,"Sutton 002","E02000841",7954.3
2021,"Sutton 003","E02000842",5116.2
2021,"Sutton 004","E02000843",7410.6
2021,"Sutton 005","E02000844",8564.5
2021,"Sutton 006","E02000845",6252.9
2021,"Sutton 007","E02000846",5574.3
2021,"Sutton 008","E02000847",6110.6
2021,"Sutton 009","E02000848",7081.7
2021,"Sutton 010","E02000849",6849
2021,"Sutton 011","E02000850",2176
2021,"Sutton 012","E02000851",10142.8
2021,"Sutton 013","E02000852",8593.7
2021,"Sutton 014","E02000853",6554.1
2021,"Sutton 015","E02000854",4678.3
2021,"Sutton 016","E02000855",4408.4
2021,"Sutton 017","E02000856",7448.5
2021,"Sutton 018","E02000857",8816
2021,"Sutton 019","E02000858",5589.5
2021,"Sutton 020","E02000859",4961.7
2021,"Sutton 021","E02000860",10003.4
2021,"Sutton 022","E02000861",3035
2021,"Sutton 024","E02000863",1026.3
2021,"Sutton 025","E02006836",2614.2
2021,"Tower Hamlets 001","E02000864",8921.9
2021,"Tower Hamlets 002","E02000865",17164.7
2021,"Tower Hamlets 003","E02000866",9385.5
2021,"Tower Hamlets 004","E02000867",14002.5
2021,"Tower Hamlets 005","E02000868",20022.3
2021,"Tower Hamlets 006","E02000869",18453.6
2021,"Tower Hamlets 007","E02000870",16129.1
2021,"Tower Hamlets 008","E02000871",17205.6
2021,"Tower Hamlets 009","E02000872",17811.1
2021,"Tower Hamlets 010","E02000873",19512.7
2021,"Tower Hamlets 011","E02000874",21860.6
2021,"Tower Hamlets 012","E02000875",20328
2021,"Tower Hamlets 013","E02000876",13507.9
2021,"Tower Hamlets 014","E02000877",17094.6
2021,"Tower Hamlets 015","E02000878",16342.4
2021,"Tower Hamlets 016","E02000879",18799
2021,"Tower Hamlets 017","E02000880",17487.2
2021,"Tower Hamlets 018","E02000881",15345.7
2021,"Tower Hamlets 019","E02000882",20022.6
2021,"Tower Hamlets 020","E02000883",19634.2
2021,"Tower Hamlets 021","E02000884",23407.9
2021,"Tower Hamlets 022","E02000885",20863.6
2021,"Tower Hamlets 023","E02000886",19686
2021,"Tower Hamlets 024","E02000887",18539.3
2021,"Tower Hamlets 025","E02000888",16554
2021,"Tower Hamlets 026","E02000889",15462.2
2021,"Tower Hamlets 027","E02000890",10365.4
2021,"Tower Hamlets 030","E02000893",10363.4
2021,"Tower Hamlets 031","E02000894",20093.1
2021,"Tower Hamlets 032","E02006853",21999.2
2021,"Tower Hamlets 033","E02006854",7699.9
2021,"Tower Hamlets 034","E02007112",15118
2021,"Tower Hamlets 035","E02007113",10702.9
2021,"Tower Hamlets 036","E02007114",17398.8
2021,"Waltham Forest 001","E02000895",3818.2
2021,"Waltham Forest 002","E02000896",3314.9
2021,"Waltham Forest 003","E02000897",4554
2021,"Waltham Forest 004","E02000898",5231.2
2021,"Waltham Forest 005","E02000899",7321.1
2021,"Waltham Forest 006","E02000900",5777.1
2021,"Waltham Forest 007","E02000901",6099.6
2021,"Waltham Forest 008","E02000902",8189.4
2021,"Waltham Forest 009","E02000903",5225.3
2021,"Waltham Forest 010","E02000904",5773
2021,"Waltham Forest 011","E02000905",9980.9
2021,"Waltham Forest 012","E02000906",15617.2
2021,"Waltham Forest 013","E02000907",11839.7
2021,"Waltham Forest 014","E02000908",5478.3
2021,"Waltham Forest 015","E02000909",6641.1
2021,"Waltham Forest 016","E02000910",14452.5
2021,"Waltham Forest 017","E02000911",14557
2021,"Waltham Forest 018","E02000912",3897.3
2021,"Waltham Forest 019","E02000913",9119.5
2021,"Waltham Forest 020","E02000914",16866.3
2021,"Waltham Forest 021","E02000915",5430.9
2021,"Waltham Forest 022","E02000916",4752.8
2021,"Waltham Forest 023","E02000917",14122.2
2021,"Waltham Forest 024","E02000918",11202.8
2021,"Waltham Forest 025","E02000919",16424.9
2021,"Waltham Forest 026","E02000920",5894.9
2021,"Waltham Forest 027","E02000921",13330.6
2021,"Waltham Forest 028","E02000922",16022.4
2021,"Wandsworth 001","E02000923",7040.2
2021,"Wandsworth 003","E02000925",17865.2
2021,"Wandsworth 004","E02000926",18464.5
2021,"Wandsworth 005","E02000927",15770.8
2021,"Wandsworth 006","E02000928",8896.9
2021,"Wandsworth 007","E02000929",20109.2
2021,"Wandsworth 008","E02000930",12436.5
2021,"Wandsworth 009","E02000931",11079.7
2021,"Wandsworth 010","E02000932",10147
2021,"Wandsworth 011","E02000933",8249.9
2021,"Wandsworth 012","E02000934",11356.5
2021,"Wandsworth 013","E02000935",5163.5
2021,"Wandsworth 014","E02000936",10388.2
2021,"Wandsworth 015","E02000937",6656.1
2021,"Wandsworth 016","E02000938",6116.7
2021,"Wandsworth 017","E02000939",10736
2021,"Wandsworth 018","E02000940",13302.9
2021,"Wandsworth 019","E02000941",9524.5
2021,"Wandsworth 020","E02000942",9576.8
2021,"Wandsworth 021","E02000943",12359.7
2021,"Wandsworth 022","E02000944",13036.4
2021,"Wandsworth 023","E02000945",3548.6
2021,"Wandsworth 024","E02000946",7913.5
2021,"Wandsworth 025","E02000947",11216.4
2021,"Wandsworth 026","E02000948",7554.4
2021,"Wandsworth 027","E02000949",7154.7
2021,"Wandsworth 028","E02000950",8832.1
2021,"Wandsworth 029","E02000951",13063.2
2021,"Wandsworth 030","E02000952",11006.4
2021,"Wandsworth 031","E02000953",10898.9
2021,"Wandsworth 032","E02000954",13540.5
2021,"Wandsworth 033","E02000955",12279.9
2021,"Wandsworth 034","E02000956",8655.1
2021,"Wandsworth 035","E02000957",14606
2021,"Wandsworth 036","E02000958",9290.5
2021,"Wandsworth 037","E02000959",15054.5
2021,"Wandsworth 038","E02007083",6930.6
2021,"Wandsworth 039","E02007084",10916.1
2021,"Westminster 001","E02000960",6671.7
2021,"Westminster 002","E02000961",12093.7
2021,"Westminster 003","E02000962",11101
2021,"Westminster 004","E02000963",21601.3
2021,"Westminster 005","E02000964",23873.4
2021,"Westminster 006","E02000965",16034.2
2021,"Westminster 007","E02000966",16518.5
2021,"Westminster 008","E02000967",4282.9
2021,"Westminster 009","E02000968",23792.3
2021,"Westminster 010","E02000969",17689.2
2021,"Westminster 011","E02000970",6306.6
2021,"Westminster 012","E02000971",13815.9
2021,"Westminster 013","E02000972",6095.9
2021,"Westminster 014","E02000973",18357
2021,"Westminster 015","E02000974",12628.8
2021,"Westminster 016","E02000975",15308.6
2021,"Westminster 017","E02000976",18262.9
2021,"Westminster 018","E02000977",2544.4
2021,"Westminster 019","E02000978",1983.7
2021,"Westminster 020","E02000979",5836
2021,"Westminster 021","E02000980",19573.7
2021,"Westminster 022","E02000981",22719
2021,"Westminster 023","E02000982",11712.9
2021,"Westminster 024","E02000983",20298.1
