"date","geography","geography code","Position in communal establishment and sex and age: Total: All usual residents in communal establishments","Position in communal establishment and sex and age: Resident","Position in communal establishment and sex and age: Resident:Male","Position in communal establishment and sex and age: Resident: Male: Aged 0 to 15 years","Position in communal establishment and sex and age: Resident: Male: Aged 16 to 24 years","Position in communal establishment and sex and age: Resident: Male: Aged 25 to 34 years","Position in communal establishment and sex and age: Resident: Male: Aged 35 to 49 years","Position in communal establishment and sex and age: Resident: Male: Aged 50 to 64 years","Position in communal establishment and sex and age: Resident: Male: Aged 65 to 74 years","Position in communal establishment and sex and age: Resident: Male: Aged 75 to 84 years","Position in communal establishment and sex and age: Resident: Male: Aged 85 years and over","Position in communal establishment and sex and age: Resident:Female","Position in communal establishment and sex and age: Resident: Female: Aged 0 to 15 years","Position in communal establishment and sex and age: Resident: Female: Aged 16 to 24 years","Position in communal establishment and sex and age: Resident: Female: Aged 25 to 34 years","Position in communal establishment and sex and age: Resident: Female: Aged 35 to 49 years","Position in communal establishment and sex and age: Resident: Female: Aged 50 to 64 years","Position in communal establishment and sex and age: Resident: Female: Aged 65 to 74 years","Position in communal establishment and sex and age: Resident: Female: Aged 75 to 84 years","Position in communal establishment and sex and age: Resident: Female: Aged 85 years and over","Position in communal establishment and sex and age: Staff or owner","Position in communal establishment and sex and age: Family member or partner of staff or owner","Position in communal establishment and sex and age: Staying temporarily (no usual UK address)"
2021,"City of London 001","E02000001",209,182,137,24,24,17,36,26,8,2,0,45,0,24,5,8,6,2,0,0,4,4,19
2021,"Barking and Dagenham 001","E02000002",46,44,15,0,0,0,0,0,0,10,5,29,0,0,0,0,0,5,8,16,0,0,2
2021,"Barking and Dagenham 002","E02000003",24,24,15,0,10,0,0,5,0,0,0,9,0,0,0,5,4,0,0,0,0,0,0
2021,"Barking and Dagenham 003","E02000004",172,162,92,0,21,38,3,8,5,7,10,70,0,7,6,0,3,10,11,33,0,0,10
2021,"Barking and Dagenham 004","E02000005",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2021,"Barking and Dagenham 006","E02000007",107,74,24,1,0,0,1,3,6,5,8,50,2,1,4,1,2,5,8,27,0,2,31
2021,"Barking and Dagenham 007","E02000008",10,10,6,0,0,3,1,2,0,0,0,4,0,0,0,0,2,1,1,0,0,0,0
2021,"Barking and Dagenham 008","E02000009",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barking and Dagenham 009","E02000010",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barking and Dagenham 010","E02000011",101,101,47,0,0,0,1,8,4,22,12,54,0,0,0,0,4,4,15,31,0,0,0
2021,"Barking and Dagenham 011","E02000012",8,8,4,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0
2021,"Barking and Dagenham 012","E02000013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barking and Dagenham 013","E02000014",48,48,21,0,3,0,0,0,4,8,6,27,0,0,0,0,0,3,7,17,0,0,0
2021,"Barking and Dagenham 014","E02000015",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2021,"Barking and Dagenham 015","E02000016",8,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Barking and Dagenham 016","E02000017",45,45,30,0,7,6,10,4,3,0,0,15,0,2,8,0,2,2,1,0,0,0,0
2021,"Barking and Dagenham 017","E02000018",3,3,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barking and Dagenham 018","E02000019",59,59,33,0,1,0,0,0,14,13,5,26,0,0,0,0,5,8,12,1,0,0,0
2021,"Barking and Dagenham 019","E02000020",9,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2021,"Barking and Dagenham 020","E02000021",100,97,55,0,0,0,6,22,12,5,10,42,2,0,0,2,7,4,13,14,3,0,0
2021,"Barking and Dagenham 021","E02000022",28,22,10,0,0,1,3,2,2,2,0,12,0,0,2,2,3,4,1,0,0,0,6
2021,"Barking and Dagenham 022","E02000023",87,41,11,2,5,0,3,0,0,0,1,30,4,4,4,13,4,1,0,0,0,0,46
2021,"Barnet 001","E02000024",103,101,35,0,0,3,7,5,10,4,6,66,0,0,0,0,11,1,15,39,0,2,0
2021,"Barnet 002","E02000025",4,4,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
2021,"Barnet 003","E02000026",29,29,14,0,1,10,1,0,2,0,0,15,0,0,3,1,4,6,1,0,0,0,0
2021,"Barnet 004","E02000027",100,95,36,0,0,1,2,16,8,4,5,59,0,0,0,3,20,7,8,21,0,1,4
2021,"Barnet 005","E02000028",17,17,6,0,0,0,0,0,3,1,2,11,0,0,0,0,0,2,7,2,0,0,0
2021,"Barnet 006","E02000029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barnet 007","E02000030",97,94,31,0,0,0,3,6,3,12,7,63,0,0,0,6,5,4,11,37,0,3,0
2021,"Barnet 008","E02000031",166,166,53,0,0,1,0,11,14,13,14,113,2,0,0,3,10,6,32,60,0,0,0
2021,"Barnet 009","E02000032",10,10,5,0,0,0,0,4,1,0,0,5,0,0,0,0,4,1,0,0,0,0,0
2021,"Barnet 010","E02000033",45,45,25,0,0,0,0,6,6,6,7,20,0,0,0,0,2,0,5,13,0,0,0
2021,"Barnet 011","E02000034",43,43,14,0,0,0,0,4,1,4,5,29,0,0,0,0,2,1,7,19,0,0,0
2021,"Barnet 012","E02000035",314,298,105,8,2,36,16,3,16,14,10,193,11,4,37,7,9,21,35,69,6,3,7
2021,"Barnet 013","E02000036",56,51,29,1,0,3,5,9,6,4,1,22,1,0,1,0,6,2,4,8,0,0,5
2021,"Barnet 014","E02000037",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Barnet 015","E02000038",253,247,91,0,4,11,14,12,21,8,21,156,0,2,6,7,22,11,24,84,6,0,0
2021,"Barnet 016","E02000039",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,"Barnet 017","E02000040",281,269,133,13,66,15,27,12,0,0,0,136,22,66,17,18,12,0,0,1,1,0,11
2021,"Barnet 018","E02000041",41,41,5,0,0,0,0,0,0,1,4,36,0,0,0,0,0,0,2,34,0,0,0
2021,"Barnet 019","E02000042",208,206,90,0,3,3,3,22,16,18,25,116,0,0,5,1,9,15,25,61,0,2,0
2021,"Barnet 020","E02000043",73,73,31,0,0,0,6,10,8,3,4,42,0,0,0,2,16,6,6,12,0,0,0
2021,"Barnet 021","E02000044",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barnet 022","E02000045",40,40,11,0,0,0,0,0,1,4,6,29,0,0,0,0,0,2,8,19,0,0,0
2021,"Barnet 023","E02000046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barnet 024","E02000047",61,60,23,0,0,0,0,4,8,2,9,37,0,0,0,0,2,3,11,21,1,0,0
2021,"Barnet 025","E02000048",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barnet 026","E02000049",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barnet 027","E02000050",26,11,1,0,0,1,0,0,0,0,0,10,0,0,2,5,2,1,0,0,0,0,15
2021,"Barnet 028","E02000051",42,32,28,0,3,8,11,6,0,0,0,4,0,0,1,2,1,0,0,0,0,0,10
2021,"Barnet 029","E02000052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Barnet 031","E02000054",35,35,17,0,0,2,4,7,2,2,0,18,0,0,3,4,9,1,1,0,0,0,0
2021,"Barnet 032","E02000055",110,86,32,0,25,1,6,0,0,0,0,54,0,44,7,3,0,0,0,0,3,0,21
2021,"Barnet 033","E02000056",80,79,18,0,0,0,0,0,3,7,8,61,0,0,0,1,1,4,21,34,0,1,0
2021,"Barnet 034","E02000057",46,45,21,0,0,0,0,4,8,8,1,24,0,0,0,1,2,4,9,8,0,0,1
2021,"Barnet 035","E02000058",5,5,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0
2021,"Barnet 036","E02000059",5,4,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2021,"Barnet 037","E02000060",141,139,52,0,0,0,3,15,7,11,16,87,0,0,0,2,7,2,8,68,0,1,1
2021,"Barnet 038","E02000061",119,117,56,0,2,0,0,6,13,17,18,61,0,0,0,0,2,9,10,40,2,0,0
2021,"Barnet 039","E02000062",21,18,5,0,5,0,0,0,0,0,0,13,0,10,1,0,2,0,0,0,0,0,3
2021,"Barnet 040","E02000063",74,73,33,0,0,2,3,2,9,12,5,40,0,0,0,2,1,4,11,22,0,0,1
2021,"Barnet 041","E02000064",80,80,41,0,29,8,1,2,1,0,0,39,0,32,3,0,4,0,0,0,0,0,0
2021,"Bexley 001","E02000065",49,49,20,0,0,0,0,2,10,6,2,29,0,0,0,1,4,2,9,13,0,0,0
2021,"Bexley 002","E02000066",43,43,25,0,0,0,0,2,10,9,4,18,0,0,0,0,0,4,5,9,0,0,0
2021,"Bexley 003","E02000067",7,3,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4
2021,"Bexley 004","E02000068",11,11,11,0,1,3,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 005","E02000069",27,27,13,0,0,0,2,3,3,3,2,14,0,0,0,0,2,1,1,10,0,0,0
2021,"Bexley 006","E02000070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 007","E02000071",7,7,7,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 008","E02000072",4,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
2021,"Bexley 009","E02000073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 010","E02000074",28,27,8,0,0,0,0,2,4,1,1,19,0,0,1,2,0,1,6,9,0,0,1
2021,"Bexley 011","E02000075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 013","E02000077",73,73,17,0,0,0,0,0,2,8,7,56,0,0,0,0,0,4,22,30,0,0,0
2021,"Bexley 014","E02000078",53,53,6,0,0,0,0,0,0,3,3,47,0,0,0,0,0,2,20,25,0,0,0
2021,"Bexley 015","E02000079",189,179,53,0,0,0,0,1,6,31,15,126,0,0,1,0,1,8,31,85,0,6,4
2021,"Bexley 016","E02000080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 017","E02000081",50,49,10,0,0,0,0,0,1,1,8,39,0,0,0,0,0,1,10,28,0,1,0
2021,"Bexley 018","E02000082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 019","E02000083",22,20,11,0,2,3,1,5,0,0,0,9,0,2,2,3,2,0,0,0,2,0,0
2021,"Bexley 020","E02000084",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 021","E02000085",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 022","E02000086",4,4,2,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
2021,"Bexley 023","E02000087",11,10,5,0,0,0,0,1,0,4,0,5,0,0,0,0,0,1,1,3,0,0,1
2021,"Bexley 024","E02000088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bexley 025","E02000089",126,126,31,0,0,2,0,0,5,14,10,95,0,0,0,0,3,11,32,49,0,0,0
2021,"Bexley 026","E02000090",380,375,127,0,72,2,0,3,13,22,15,248,0,92,0,0,2,11,44,99,1,2,2
2021,"Bexley 027","E02000091",71,71,25,1,4,0,0,7,2,3,8,46,1,1,1,0,2,3,17,21,0,0,0
2021,"Bexley 028","E02000092",52,52,31,0,0,2,3,7,7,6,6,21,0,0,2,2,0,1,3,13,0,0,0
2021,"Brent 001","E02000093",54,54,48,0,9,1,8,26,3,0,1,6,0,2,0,4,0,0,0,0,0,0,0
2021,"Brent 002","E02000094",68,68,34,0,0,2,0,4,4,12,12,34,0,0,2,1,3,6,12,10,0,0,0
2021,"Brent 003","E02000095",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 004","E02000096",47,47,22,0,0,2,1,8,3,4,4,25,0,0,8,4,4,6,0,3,0,0,0
2021,"Brent 005","E02000097",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 006","E02000098",122,122,48,0,0,0,4,10,12,10,12,74,0,0,0,0,10,5,16,43,0,0,0
2021,"Brent 007","E02000099",5,5,5,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 008","E02000100",382,377,133,0,109,9,1,3,5,5,1,244,0,193,29,3,3,3,6,7,1,0,4
2021,"Brent 009","E02000101",190,190,73,0,0,5,17,5,17,13,16,117,0,2,7,14,15,12,21,46,0,0,0
2021,"Brent 010","E02000102",8,8,7,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,"Brent 011","E02000103",167,128,57,6,5,20,16,7,2,1,0,71,6,10,34,18,2,1,0,0,1,0,38
2021,"Brent 012","E02000104",117,112,56,0,12,1,4,7,8,16,8,56,0,0,4,6,8,5,8,25,1,4,0
2021,"Brent 013","E02000105",45,45,34,0,0,6,3,20,3,2,0,11,0,0,2,2,7,0,0,0,0,0,0
2021,"Brent 014","E02000106",12,12,6,0,0,0,0,4,1,1,0,6,0,0,1,1,3,0,1,0,0,0,0
2021,"Brent 015","E02000107",14,13,7,0,1,1,5,0,0,0,0,6,0,0,0,2,4,0,0,0,1,0,0
2021,"Brent 016","E02000108",29,22,22,0,0,0,9,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2021,"Brent 018","E02000110",11,9,4,0,0,0,0,2,2,0,0,5,0,0,0,0,3,2,0,0,0,0,2
2021,"Brent 019","E02000111",126,95,62,0,0,8,15,19,9,6,5,33,0,2,0,4,5,5,4,13,2,0,29
2021,"Brent 020","E02000112",87,87,30,0,0,0,2,8,9,5,6,57,0,0,0,6,4,7,18,22,0,0,0
2021,"Brent 021","E02000113",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 022","E02000114",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 023","E02000115",121,115,46,0,4,13,13,3,5,1,7,69,0,6,11,12,2,9,9,20,3,0,3
2021,"Brent 024","E02000116",35,29,23,0,0,5,6,5,5,1,1,6,0,0,0,2,0,2,1,1,0,0,6
2021,"Brent 025","E02000117",47,47,16,2,2,0,0,0,5,2,5,31,2,0,0,1,4,5,10,9,0,0,0
2021,"Brent 026","E02000118",2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 027","E02000119",190,175,100,0,3,16,17,26,15,17,6,75,0,3,4,6,18,10,15,19,2,0,13
2021,"Brent 028","E02000120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 029","E02000121",2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
2021,"Brent 030","E02000122",13,11,4,0,0,0,0,2,2,0,0,7,0,0,0,0,2,4,1,0,0,0,2
2021,"Brent 031","E02000123",8,6,4,0,1,0,2,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1
2021,"Brent 032","E02000124",13,13,11,0,0,1,1,5,2,2,0,2,0,1,0,0,1,0,0,0,0,0,0
2021,"Brent 033","E02000125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Brent 034","E02000126",47,47,47,0,0,0,0,20,17,9,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 001","E02000127",27,27,7,0,0,0,0,0,3,0,4,20,0,0,0,1,1,0,3,15,0,0,0
2021,"Bromley 002","E02000128",194,190,161,111,32,0,0,5,1,4,8,29,0,0,0,0,5,3,8,13,3,1,0
2021,"Bromley 004","E02000130",9,9,8,0,0,3,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
2021,"Bromley 005","E02000131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 006","E02000132",45,42,15,0,0,1,3,6,0,1,4,27,0,2,0,1,1,2,4,17,0,0,3
2021,"Bromley 007","E02000133",109,102,39,0,0,2,0,7,5,10,15,63,0,0,1,1,5,4,11,41,2,0,5
2021,"Bromley 008","E02000134",80,68,34,2,1,0,6,12,3,2,8,34,0,0,2,2,0,6,10,14,0,1,11
2021,"Bromley 009","E02000135",155,155,51,0,0,0,1,15,7,13,15,104,0,0,0,1,8,12,24,59,0,0,0
2021,"Bromley 010","E02000136",147,131,49,11,13,1,0,2,1,5,16,82,3,10,2,2,1,0,10,54,13,1,2
2021,"Bromley 011","E02000137",128,127,34,0,0,0,0,0,5,19,10,93,0,0,0,0,1,9,25,58,0,0,1
2021,"Bromley 012","E02000138",7,7,7,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 013","E02000139",83,73,36,17,10,2,1,2,4,0,0,37,4,20,1,2,8,2,0,0,0,0,10
2021,"Bromley 014","E02000140",18,17,2,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,3,12,0,1,0
2021,"Bromley 015","E02000141",28,27,21,0,2,1,15,3,0,0,0,6,0,0,0,2,2,1,1,0,1,0,0
2021,"Bromley 016","E02000142",134,130,38,0,0,0,4,5,7,10,12,92,0,0,1,3,13,7,19,49,3,1,0
2021,"Bromley 018","E02000144",36,21,8,0,3,0,2,3,0,0,0,13,0,8,4,1,0,0,0,0,0,0,15
2021,"Bromley 019","E02000145",4,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2021,"Bromley 020","E02000146",163,163,48,0,0,0,0,1,7,13,27,115,0,0,0,0,0,4,29,82,0,0,0
2021,"Bromley 021","E02000147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 022","E02000148",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,"Bromley 023","E02000149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 024","E02000150",99,85,63,0,10,16,18,18,1,0,0,22,0,4,4,9,4,1,0,0,0,0,14
2021,"Bromley 025","E02000151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 026","E02000152",10,10,1,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,2,7,0,0,0
2021,"Bromley 027","E02000153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 028","E02000154",2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 029","E02000155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 030","E02000156",56,56,6,0,0,0,0,0,0,1,5,50,0,0,0,0,0,0,9,41,0,0,0
2021,"Bromley 031","E02000157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 032","E02000158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 033","E02000159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 034","E02000160",82,81,18,0,0,0,0,0,5,7,6,63,0,6,0,1,2,3,11,40,1,0,0
2021,"Bromley 035","E02000161",52,52,23,0,6,3,10,4,0,0,0,29,0,2,8,14,3,1,1,0,0,0,0
2021,"Bromley 036","E02000162",78,78,22,0,1,2,2,2,6,4,5,56,0,2,5,2,3,5,9,30,0,0,0
2021,"Bromley 037","E02000163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Bromley 039","E02000165",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Camden 001","E02000166",37,36,18,0,0,9,7,0,2,0,0,18,0,0,8,5,4,1,0,0,1,0,0
2021,"Camden 002","E02000167",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8
2021,"Camden 003","E02000168",80,75,36,0,2,0,4,10,11,3,6,39,0,0,0,0,13,5,6,15,0,3,2
2021,"Camden 004","E02000169",12,8,1,0,0,0,0,0,0,0,1,7,0,3,0,2,0,0,2,0,0,0,4
2021,"Camden 005","E02000170",34,31,13,0,0,0,0,4,3,6,0,18,0,2,0,0,3,7,2,4,0,0,3
2021,"Camden 006","E02000171",34,24,24,0,14,1,2,5,0,0,2,0,0,0,0,0,0,0,0,0,2,0,8
2021,"Camden 007","E02000172",424,335,113,1,59,15,13,4,4,11,6,222,2,155,24,11,2,3,5,20,4,4,81
2021,"Camden 008","E02000173",53,41,31,0,16,12,1,0,0,2,0,10,0,7,0,3,0,0,0,0,9,0,3
2021,"Camden 009","E02000174",28,25,6,0,5,1,0,0,0,0,0,19,0,11,8,0,0,0,0,0,0,0,3
2021,"Camden 010","E02000175",165,133,65,0,65,0,0,0,0,0,0,68,0,63,5,0,0,0,0,0,0,0,32
2021,"Camden 011","E02000176",59,26,17,0,2,2,5,8,0,0,0,9,0,2,0,3,2,2,0,0,28,0,5
2021,"Camden 012","E02000177",89,81,43,0,4,5,0,10,5,13,6,38,0,10,0,0,0,3,12,13,0,1,7
2021,"Camden 013","E02000178",62,60,16,0,12,2,2,0,0,0,0,44,0,40,3,1,0,0,0,0,0,0,2
2021,"Camden 014","E02000179",31,27,16,0,0,0,0,1,2,8,5,11,0,0,0,0,0,0,1,10,2,0,2
2021,"Camden 015","E02000180",46,46,27,0,3,0,8,12,4,0,0,19,1,3,1,3,6,5,0,0,0,0,0
2021,"Camden 016","E02000181",9,8,8,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2021,"Camden 017","E02000182",27,27,5,0,0,0,0,0,2,0,3,22,0,0,0,0,0,0,6,16,0,0,0
2021,"Camden 018","E02000183",22,22,14,0,0,8,5,1,0,0,0,8,0,1,6,1,0,0,0,0,0,0,0
2021,"Camden 019","E02000184",696,678,279,0,225,36,13,3,2,0,0,399,0,352,36,10,1,0,0,0,2,0,16
2021,"Camden 020","E02000185",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2021,"Camden 021","E02000186",167,147,90,0,32,29,19,7,3,0,0,57,1,42,12,1,0,1,0,0,2,6,12
2021,"Camden 022","E02000187",542,536,233,0,171,60,2,0,0,0,0,303,0,228,67,1,3,2,2,0,0,0,6
2021,"Camden 023","E02000188",345,336,118,0,113,5,0,0,0,0,0,218,0,206,10,0,2,0,0,0,2,0,7
2021,"Camden 026","E02000191",1547,1508,668,3,577,53,25,9,1,0,0,840,3,714,82,24,12,5,0,0,21,0,18
2021,"Camden 027","E02000192",97,94,69,2,0,6,13,32,11,4,1,25,2,9,8,4,2,0,0,0,0,0,3
2021,"Camden 028","E02000193",447,427,190,0,150,21,3,12,4,0,0,237,3,186,34,1,7,0,6,0,4,0,16
2021,"Croydon 001","E02000194",158,143,67,0,18,12,7,8,7,6,9,76,0,16,8,4,6,9,12,21,2,5,8
2021,"Croydon 002","E02000195",37,37,23,0,0,0,0,6,10,5,2,14,0,0,0,0,3,2,4,5,0,0,0
2021,"Croydon 003","E02000196",88,84,48,0,0,1,11,17,5,7,7,36,0,0,2,0,12,2,10,10,0,0,4
2021,"Croydon 004","E02000197",21,21,12,0,0,0,0,5,1,5,1,9,0,0,0,0,0,2,4,3,0,0,0
2021,"Croydon 005","E02000198",43,43,33,0,0,10,5,12,5,1,0,10,0,0,3,1,6,0,0,0,0,0,0
2021,"Croydon 006","E02000199",11,11,6,0,0,2,2,2,0,0,0,5,0,0,2,1,2,0,0,0,0,0,0
2021,"Croydon 007","E02000200",131,131,49,0,0,2,1,9,11,8,18,82,0,0,0,2,4,7,31,38,0,0,0
2021,"Croydon 008","E02000201",15,15,9,0,1,0,1,7,0,0,0,6,0,4,0,2,0,0,0,0,0,0,0
2021,"Croydon 009","E02000202",86,85,64,0,0,0,15,29,12,7,1,21,0,0,1,3,6,4,7,0,0,0,1
2021,"Croydon 010","E02000203",111,100,49,0,4,0,7,19,9,5,5,51,0,5,0,2,16,9,7,12,0,1,10
2021,"Croydon 011","E02000204",55,23,15,0,2,8,2,3,0,0,0,8,0,0,3,4,1,0,0,0,1,0,31
2021,"Croydon 013","E02000206",144,140,59,2,2,0,2,5,15,16,17,81,0,2,0,3,2,6,24,44,1,1,2
2021,"Croydon 014","E02000207",12,12,0,0,0,0,0,0,0,0,0,12,0,0,2,3,7,0,0,0,0,0,0
2021,"Croydon 015","E02000208",116,97,55,0,0,11,12,25,5,2,0,42,0,2,3,9,21,6,1,0,8,0,11
2021,"Croydon 016","E02000209",6,6,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 017","E02000210",11,10,7,0,4,0,2,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,1
2021,"Croydon 018","E02000211",4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 019","E02000212",69,65,39,0,37,0,0,0,0,2,0,26,0,26,0,0,0,0,0,0,0,0,4
2021,"Croydon 020","E02000213",100,98,65,0,5,13,22,15,10,0,0,33,0,0,7,17,8,0,1,0,0,0,2
2021,"Croydon 021","E02000214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 022","E02000215",113,111,73,0,0,1,6,24,22,16,4,38,0,3,1,9,1,1,7,16,0,1,1
2021,"Croydon 023","E02000216",81,78,28,0,5,0,0,0,3,14,6,50,0,8,0,0,0,4,7,31,2,1,0
2021,"Croydon 024","E02000217",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2021,"Croydon 025","E02000218",3,3,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2021,"Croydon 026","E02000219",86,86,28,0,8,1,1,2,2,6,8,58,0,2,2,0,2,0,16,36,0,0,0
2021,"Croydon 028","E02000221",203,194,104,11,22,4,7,12,12,22,14,90,0,0,4,3,4,9,16,54,2,4,3
2021,"Croydon 029","E02000222",73,73,37,0,4,0,7,17,4,5,0,36,0,0,0,0,11,6,11,8,0,0,0
2021,"Croydon 030","E02000223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"Croydon 031","E02000224",68,64,40,3,7,12,7,7,3,0,1,24,2,3,6,7,3,3,0,0,4,0,0
