"date","geography","geography code","Country of birth: Total; measures: Value","Country of birth: Europe; measures: Value","Country of birth: Europe: United Kingdom; measures: Value","Country of birth: Europe: EU countries; measures: Value","Country of birth: Europe: EU countries: European Union EU14; measures: Value","Country of birth: Europe: EU countries: European Union EU8; measures: Value","Country of birth: Europe: EU countries: European Union EU2; measures: Value","Country of birth: Europe: EU countries: All other EU countries; measures: Value","Country of birth: Europe: Non-EU countries; measures: Value","Country of birth: Europe: Non-EU countries: All other non-EU countries; measures: Value","Country of birth: Africa; measures: Value","Country of birth: Middle East and Asia; measures: Value","Country of birth: The Americas and the Caribbean; measures: Value","Country of birth: Antarctica and Oceania (including Australasia) and Other; measures: Value","Country of birth: British Overseas ; measures: Value"
2021,"City of London 001","E02000001",8582,6253,4327,1577,1188,260,79,50,349,349,312,1167,641,204,5
2021,"Barking and Dagenham 001","E02000002",8280,6464,5361,766,203,233,311,19,337,337,754,875,169,11,7
2021,"Barking and Dagenham 002","E02000003",11542,8624,6692,1599,378,374,806,41,333,333,829,1868,216,3,2
2021,"Barking and Dagenham 003","E02000004",6641,5561,4752,621,151,195,244,31,188,188,419,556,101,2,2
2021,"Barking and Dagenham 004","E02000005",11082,8206,6665,1256,321,389,523,23,285,285,961,1757,145,11,2
2021,"Barking and Dagenham 006","E02000007",10162,7980,6612,1064,288,349,404,23,304,304,1244,802,125,1,10
2021,"Barking and Dagenham 007","E02000008",13248,10480,8354,1712,376,597,712,27,414,414,1256,1287,212,5,8
2021,"Barking and Dagenham 008","E02000009",12860,9692,7260,1976,556,601,807,12,456,456,1338,1575,238,12,5
2021,"Barking and Dagenham 009","E02000010",9487,7578,5877,1365,243,530,582,10,336,336,975,809,117,5,3
2021,"Barking and Dagenham 010","E02000011",7028,5518,4252,1033,188,283,534,28,233,233,661,757,87,2,3
2021,"Barking and Dagenham 011","E02000012",11512,8187,7059,920,245,241,409,25,208,208,532,2615,172,2,4
2021,"Barking and Dagenham 012","E02000013",9399,7462,5773,1352,252,479,603,18,337,337,972,858,101,3,3
2021,"Barking and Dagenham 013","E02000014",9865,7975,6176,1510,284,478,722,26,289,289,946,847,87,5,5
2021,"Barking and Dagenham 014","E02000015",8229,6246,5104,970,238,319,406,7,172,172,1247,622,104,4,6
2021,"Barking and Dagenham 015","E02000016",10568,6428,4406,1616,609,422,558,27,406,406,1450,2510,170,2,8
2021,"Barking and Dagenham 016","E02000017",9133,6154,4165,1627,338,363,906,20,362,362,559,2275,136,7,2
2021,"Barking and Dagenham 017","E02000018",9552,7530,5847,1384,253,444,661,26,299,299,955,932,117,8,10
2021,"Barking and Dagenham 018","E02000019",9662,7628,6038,1331,361,470,477,23,259,259,1000,876,140,5,13
2021,"Barking and Dagenham 019","E02000020",14055,9846,7326,2053,515,629,883,26,467,467,1685,2256,245,14,9
2021,"Barking and Dagenham 020","E02000021",8759,6567,4971,1385,335,481,538,31,211,211,1223,790,172,2,5
2021,"Barking and Dagenham 021","E02000022",7742,5246,3918,983,306,358,302,17,345,345,1300,1066,103,12,15
2021,"Barking and Dagenham 022","E02000023",8020,5595,4605,779,248,240,278,13,211,211,1464,827,128,3,3
2021,"Barking and Dagenham 023","E02006799",12042,9000,7269,1446,462,464,500,20,285,285,1007,1861,163,7,4
2021,"Barnet 001","E02000024",10841,9142,7779,1085,688,184,139,74,278,278,478,951,218,47,5
2021,"Barnet 002","E02000025",8581,7300,6102,940,411,271,196,62,258,258,425,693,125,34,4
2021,"Barnet 003","E02000026",6457,5550,4644,685,239,117,125,204,221,221,280,506,102,18,1
2021,"Barnet 004","E02000027",9647,7696,6389,1013,512,266,166,69,294,294,665,1082,182,18,4
2021,"Barnet 005","E02000028",6535,5310,4348,754,352,170,160,72,208,208,403,656,140,21,5
2021,"Barnet 006","E02000029",9678,8111,6419,1070,469,246,243,112,622,622,466,869,201,30,1
2021,"Barnet 007","E02000030",9455,7596,6648,778,371,183,135,89,170,170,518,1171,134,36,0
2021,"Barnet 008","E02000031",8330,6529,5320,948,445,218,163,122,261,261,403,1170,182,46,0
2021,"Barnet 009","E02000032",7936,6599,5123,1095,354,125,167,449,381,381,389,772,153,18,5
2021,"Barnet 010","E02000033",8890,7353,5799,1225,452,313,303,157,329,329,458,892,166,17,4
2021,"Barnet 011","E02000034",9087,7333,5573,1354,566,343,276,169,406,406,454,1055,196,45,4
2021,"Barnet 012","E02000035",8530,6184,4549,1210,534,263,345,68,425,425,562,1522,225,35,2
2021,"Barnet 013","E02000036",11244,8369,6670,1455,375,241,786,53,244,244,964,1671,217,23,0
2021,"Barnet 014","E02000037",10834,8032,6828,1005,325,163,496,21,199,199,1032,1598,153,18,1
2021,"Barnet 015","E02000038",10716,8421,6486,1460,640,347,331,142,475,475,682,1262,290,58,3
2021,"Barnet 016","E02000039",7167,5662,4665,766,326,171,242,27,231,231,490,876,117,22,0
2021,"Barnet 017","E02000040",9136,6851,5704,853,416,221,178,38,294,294,640,1409,200,35,1
2021,"Barnet 018","E02000041",9455,6819,4947,1622,415,284,900,23,250,250,834,1613,171,16,2
2021,"Barnet 019","E02000042",11559,8018,5711,1784,834,437,396,117,523,523,785,2349,325,79,3
2021,"Barnet 020","E02000043",7569,5337,4341,814,403,212,127,72,182,182,485,1528,183,34,2
2021,"Barnet 021","E02000044",8846,6440,4916,1316,395,270,629,22,208,208,813,1394,186,11,2
2021,"Barnet 022","E02000045",10525,8268,6152,1612,694,464,332,122,504,504,737,1185,298,37,0
2021,"Barnet 023","E02000046",6963,5086,3503,1268,484,396,337,51,315,315,423,1203,185,63,3
2021,"Barnet 024","E02000047",12399,8467,5754,2400,576,362,1417,45,313,313,1295,2343,271,21,2
2021,"Barnet 025","E02000048",10282,7560,6082,1201,542,313,288,58,277,277,734,1633,298,55,2
2021,"Barnet 026","E02000049",10530,7040,5347,1353,479,316,535,23,340,340,1374,1854,230,26,6
2021,"Barnet 027","E02000050",10379,8027,6142,1399,654,419,233,93,486,486,743,1314,260,35,0
2021,"Barnet 028","E02000051",9160,6546,5056,1213,518,423,217,55,277,277,628,1709,237,40,0
2021,"Barnet 029","E02000052",9847,7811,5986,1451,848,309,227,67,374,374,548,1008,380,100,0
2021,"Barnet 031","E02000054",7631,5318,3501,1554,522,507,486,39,263,263,591,1540,166,15,1
2021,"Barnet 032","E02000055",11726,8665,5451,2671,854,916,852,49,543,543,834,1796,394,32,5
2021,"Barnet 033","E02000056",9130,6876,5717,867,473,237,109,48,292,292,547,1244,364,96,3
2021,"Barnet 034","E02000057",8013,6176,4566,1415,525,397,481,12,195,195,410,1200,208,19,0
2021,"Barnet 035","E02000058",10229,7701,5882,1457,812,373,228,44,362,362,529,1598,329,72,0
2021,"Barnet 036","E02000059",11627,7961,4861,2753,717,611,1384,41,347,347,1022,2293,316,30,5
2021,"Barnet 037","E02000060",11559,8742,6800,1608,906,443,243,16,334,334,514,1953,294,53,3
2021,"Barnet 038","E02000061",8345,5665,3998,1340,760,325,228,27,327,327,489,1742,393,52,4
2021,"Barnet 039","E02000062",6958,4723,3242,1172,528,324,280,40,309,309,690,1215,287,42,1
2021,"Barnet 040","E02000063",7584,5013,3252,1474,672,403,361,38,287,287,612,1680,246,31,2
2021,"Barnet 041","E02000064",6678,4717,3466,936,543,225,146,22,315,315,531,1118,279,31,2
2021,"Barnet 042","E02006953",9172,5495,3382,1638,596,429,583,30,475,475,795,2474,384,22,2
2021,"Barnet 043","E02006954",10116,6571,4192,2033,624,378,982,49,346,346,800,2474,243,25,3
2021,"Bexley 001","E02000065",8061,5307,4434,760,317,199,219,25,113,113,2141,426,181,5,1
2021,"Bexley 002","E02000066",9432,6800,5712,877,327,294,223,33,211,211,1783,625,211,9,4
2021,"Bexley 003","E02000067",10230,8073,6673,1206,340,465,383,18,194,194,1219,731,185,21,1
2021,"Bexley 004","E02000068",8176,6315,5523,674,245,241,163,25,118,118,1092,627,125,12,5
2021,"Bexley 005","E02000069",7212,5886,5270,538,208,163,152,15,78,78,675,531,109,10,1
2021,"Bexley 006","E02000070",8111,7091,6493,504,200,151,126,27,94,94,413,510,81,14,2
2021,"Bexley 007","E02000071",7674,6811,6364,372,172,98,81,21,75,75,389,405,52,17,0
2021,"Bexley 008","E02000072",12930,10092,9022,876,309,331,218,18,194,194,1964,691,164,17,2
2021,"Bexley 009","E02000073",10727,9363,8813,462,212,116,102,32,88,88,441,811,97,13,2
2021,"Bexley 010","E02000074",8862,7653,7063,496,192,174,108,22,94,94,745,356,97,11,0
2021,"Bexley 011","E02000075",7982,7165,6810,300,164,59,59,18,55,55,230,501,72,12,2
2021,"Bexley 013","E02000077",8141,6861,6267,474,143,137,161,33,120,120,356,829,85,9,1
2021,"Bexley 014","E02000078",7933,7263,6841,344,136,88,86,34,78,78,293,294,75,8,0
2021,"Bexley 015","E02000079",8769,7674,6881,629,267,200,142,20,164,164,320,651,97,26,1
2021,"Bexley 016","E02000080",10064,8501,7661,683,239,186,222,36,157,157,458,994,91,19,1
2021,"Bexley 017","E02000081",8308,7438,6866,456,194,121,112,29,116,116,308,488,62,11,1
2021,"Bexley 018","E02000082",9335,8314,7733,477,197,112,122,46,104,104,304,576,120,20,1
2021,"Bexley 019","E02000083",11268,10002,9131,693,238,240,192,23,178,178,556,546,147,15,2
2021,"Bexley 020","E02000084",11115,9899,9329,436,200,126,67,43,134,134,369,733,84,29,1
2021,"Bexley 021","E02000085",7960,7347,6871,397,186,86,88,37,79,79,175,358,65,13,2
2021,"Bexley 022","E02000086",7174,6745,6405,285,142,59,57,27,55,55,131,230,54,13,1
2021,"Bexley 023","E02000087",8209,7519,7132,329,182,83,43,21,58,58,210,369,90,19,2
2021,"Bexley 024","E02000088",7749,7198,6888,265,136,67,34,28,45,45,171,310,51,18,1
2021,"Bexley 025","E02000089",7869,7350,7001,303,154,69,52,28,46,46,163,268,73,15,0
2021,"Bexley 026","E02000090",9638,8871,8209,547,245,153,126,23,115,115,222,396,122,26,1
2021,"Bexley 027","E02000091",10164,9284,8679,489,241,122,98,28,116,116,298,441,127,9,5
2021,"Bexley 028","E02000092",6752,6116,5728,334,122,123,58,31,54,54,321,225,75,14,1
2021,"Bexley 029","E02006785",6625,5546,4913,482,176,155,118,33,151,151,311,669,89,10,0
2021,"Brent 001","E02000093",11878,7632,4837,2658,448,229,1954,27,137,137,1314,2679,226,23,4
2021,"Brent 002","E02000094",10460,6908,4581,2133,645,289,1164,35,194,194,962,2288,277,17,8
2021,"Brent 003","E02000095",10460,6470,4013,2295,448,212,1597,38,162,162,1229,2554,190,10,7
2021,"Brent 004","E02000096",7629,4680,3504,1140,269,118,726,27,36,36,1136,1639,140,29,5
2021,"Brent 005","E02000097",9532,6426,4065,2211,610,324,1256,21,150,150,774,1997,325,7,3
2021,"Brent 006","E02000098",8740,5527,3817,1567,472,239,841,15,143,143,815,2071,312,14,1
2021,"Brent 007","E02000099",9558,6319,3849,2319,330,320,1639,30,151,151,838,2110,260,26,5
2021,"Brent 008","E02000100",8320,4721,3590,1033,340,221,430,42,98,98,942,2408,233,14,2
2021,"Brent 009","E02000101",9937,6299,4428,1680,615,327,714,24,191,191,1122,2082,427,6,1
2021,"Brent 010","E02000102",8328,5265,3646,1474,510,361,583,20,145,145,844,1803,405,7,4
2021,"Brent 011","E02000103",9973,6530,4622,1676,844,473,305,54,232,232,1033,1889,495,16,10
2021,"Brent 012","E02000104",7507,4517,3044,1346,341,285,699,21,127,127,692,1992,289,12,5
2021,"Brent 013","E02000105",9845,5492,3875,1515,346,422,714,33,102,102,819,3158,354,22,0
2021,"Brent 014","E02000106",10353,6569,4089,2319,838,581,836,64,161,161,1071,1993,680,28,12
2021,"Brent 015","E02000107",10939,7446,4923,2212,1232,491,465,24,311,311,748,2076,596,71,2
2021,"Brent 016","E02000108",7258,4049,2883,1033,287,352,384,10,133,133,649,2248,304,4,4
2021,"Brent 018","E02000110",8176,5912,4233,1515,951,294,218,52,164,164,515,1138,534,77,0
2021,"Brent 019","E02000111",11288,4916,3712,1083,387,299,378,19,121,121,910,5130,312,11,9
2021,"Brent 020","E02000112",11751,5206,3481,1587,467,407,692,21,138,138,945,5015,562,17,6
2021,"Brent 021","E02000113",9630,6012,5044,842,445,215,168,14,126,126,1719,1264,615,6,14
2021,"Brent 022","E02000114",8999,6005,3906,1900,1288,358,234,20,199,199,680,1446,792,70,6
2021,"Brent 023","E02000115",8622,6027,4192,1550,1117,251,170,12,285,285,771,1199,506,117,2
2021,"Brent 024","E02000116",8549,5254,3666,1407,932,275,186,14,181,181,750,1685,813,40,7
2021,"Brent 025","E02000117",12731,8055,6376,1515,816,367,318,14,164,164,1927,1514,1196,22,17
2021,"Brent 026","E02000118",11293,4787,3480,1197,345,480,364,8,110,110,889,5221,382,5,9
2021,"Brent 027","E02000119",10627,6552,5313,1065,596,327,131,11,174,174,1784,1502,758,21,10
2021,"Brent 028","E02000120",9019,6453,4486,1763,1356,232,156,19,204,204,652,1092,611,197,14
2021,"Brent 029","E02000121",12239,5190,3907,1113,365,466,263,19,170,170,1042,5642,338,14,13
2021,"Brent 030","E02000122",8177,6049,4698,1214,864,213,87,50,137,137,504,990,524,100,10
2021,"Brent 031","E02000123",13578,8879,6588,2157,1291,529,309,28,134,134,1673,1483,1475,56,12
2021,"Brent 032","E02000124",9954,7593,5862,1571,1245,177,109,40,160,160,547,806,798,200,10
2021,"Brent 033","E02000125",9939,7451,5928,1390,1021,196,124,49,133,133,598,874,861,150,5
2021,"Brent 034","E02000126",8195,5411,4236,951,715,134,82,20,224,224,1294,991,455,39,5
2021,"Brent 035","E02006955",7508,4299,2839,1233,657,267,284,25,227,227,558,2150,450,46,5
2021,"Brent 036","E02006956",8832,5106,3526,1425,438,367,606,14,155,155,760,2406,515,36,9
2021,"Bromley 001","E02000127",9333,8125,7035,868,267,282,281,38,222,222,523,409,229,34,13
2021,"Bromley 002","E02000128",7788,7134,6548,491,252,130,82,27,95,95,223,293,109,29,0
2021,"Bromley 004","E02000130",8425,7206,6307,756,443,165,117,31,143,143,429,353,354,76,7
2021,"Bromley 005","E02000131",10479,8647,7146,1293,792,318,164,19,208,208,758,451,535,86,2
2021,"Bromley 006","E02000132",9833,8192,6910,1021,567,249,179,26,261,261,511,646,385,97,2
2021,"Bromley 007","E02000133",10753,9525,8774,604,385,120,57,42,147,147,295,688,157,86,2
2021,"Bromley 008","E02000134",11749,10018,8508,1290,671,339,245,35,220,220,512,737,424,52,6
2021,"Bromley 009","E02000135",9874,7817,6632,1019,488,331,159,41,166,166,955,491,560,44,7
2021,"Bromley 010","E02000136",5744,5132,4758,317,117,130,38,32,57,57,214,306,77,14,1
2021,"Bromley 011","E02000137",8401,7328,6428,737,384,181,145,27,163,163,340,474,193,65,1
2021,"Bromley 012","E02000138",8501,7383,6393,837,433,203,162,39,153,153,334,457,254,68,5
2021,"Bromley 013","E02000139",7711,6816,6135,548,336,116,79,17,133,133,290,268,259,78,0
2021,"Bromley 014","E02000140",8683,7668,7015,516,196,182,105,33,137,137,444,426,127,18,0
2021,"Bromley 015","E02000141",7233,6186,5479,598,363,167,44,24,109,109,389,268,352,35,3
2021,"Bromley 016","E02000142",8814,7711,6932,643,363,138,110,32,136,136,339,570,141,50,3
2021,"Bromley 018","E02000144",10062,8056,6751,1037,537,229,237,34,268,268,462,1091,376,67,10
2021,"Bromley 019","E02000145",8824,7589,6775,685,222,283,155,25,129,129,601,416,203,14,1
2021,"Bromley 020","E02000146",9702,8435,7665,653,373,142,108,30,117,117,333,658,210,64,2
2021,"Bromley 021","E02000147",8191,7246,6731,416,221,86,68,41,99,99,242,529,138,33,3
2021,"Bromley 022","E02000148",6724,6025,5598,346,199,71,49,27,81,81,181,382,95,41,0
2021,"Bromley 023","E02000149",8164,7316,6712,484,200,157,100,27,120,120,300,423,98,23,4
2021,"Bromley 024","E02000150",8516,7741,7136,479,282,100,58,39,126,126,250,315,163,46,1
2021,"Bromley 025","E02000151",7548,6739,6340,338,216,71,25,26,61,61,147,547,82,33,0
2021,"Bromley 026","E02000152",7964,6935,6375,435,208,125,67,35,125,125,315,484,211,19,0
2021,"Bromley 027","E02000153",8103,7479,7117,296,168,67,27,34,66,66,187,306,102,28,1
2021,"Bromley 028","E02000154",8528,7121,6516,484,209,128,108,39,121,121,228,1004,131,42,2
2021,"Bromley 029","E02000155",7157,6323,5908,334,179,64,62,29,81,81,260,442,114,18,0
2021,"Bromley 030","E02000156",12293,11355,10591,571,334,127,54,56,193,193,286,433,182,35,2
2021,"Bromley 031","E02000157",8364,7370,7021,278,163,71,21,23,71,71,217,641,105,30,1
2021,"Bromley 032","E02000158",7785,6740,6258,403,221,102,45,35,79,79,405,507,119,12,2
2021,"Bromley 033","E02000159",7117,6497,6169,277,170,52,28,27,51,51,153,384,62,20,1
2021,"Bromley 034","E02000160",8111,7653,7209,363,212,69,43,39,81,81,131,223,72,30,2
2021,"Bromley 035","E02000161",8701,7358,6972,300,166,67,45,22,86,86,216,1007,86,34,0
2021,"Bromley 036","E02000162",7123,6403,6097,234,134,39,43,18,72,72,169,455,78,18,0
2021,"Bromley 037","E02000163",7720,6895,6581,260,151,54,36,19,54,54,148,561,79,35,2
2021,"Bromley 039","E02000165",7171,6906,6668,205,118,39,37,11,33,33,94,103,52,15,1
2021,"Bromley 040","E02006782",8123,6888,6123,623,264,142,159,58,142,142,410,504,286,35,0
2021,"Bromley 041","E02006787",7896,7090,6411,549,362,93,64,30,130,130,257,291,198,57,3
2021,"Bromley 042","E02006789",6779,6552,6333,193,117,44,24,8,26,26,60,88,58,20,1
2021,"Camden 001","E02000166",7743,6453,5478,756,582,112,23,39,219,219,359,457,366,104,4
2021,"Camden 002","E02000167",7198,5398,4122,1053,854,130,37,32,223,223,288,644,700,166,2
2021,"Camden 003","E02000168",7810,6499,5382,951,759,97,56,39,166,166,336,462,400,107,6
2021,"Camden 004","E02000169",7178,5040,3589,1068,793,169,74,32,383,383,335,1075,634,93,1
2021,"Camden 005","E02000170",7914,5931,4306,1372,1052,197,87,36,253,253,413,946,476,147,1
2021,"Camden 006","E02000171",7390,5814,4574,964,802,99,35,28,276,276,329,642,467,134,4
2021,"Camden 007","E02000172",9998,7621,6172,1152,930,134,45,43,297,297,788,1069,451,68,1
2021,"Camden 008","E02000173",7492,5151,3465,1404,1106,174,76,48,282,282,330,1298,573,140,0
2021,"Camden 009","E02000174",8087,6500,5204,1110,892,111,57,50,186,186,507,655,337,84,4
2021,"Camden 010","E02000175",9082,6646,4769,1531,1195,178,108,50,346,346,552,1192,508,177,7
2021,"Camden 011","E02000176",5914,4229,2796,1146,909,162,46,29,287,287,237,709,617,120,2
2021,"Camden 012","E02000177",8486,6463,5106,1037,814,148,47,28,320,320,591,921,411,97,3
2021,"Camden 013","E02000178",8902,6400,4614,1481,1146,185,119,31,305,305,768,1140,472,121,1
2021,"Camden 014","E02000179",5749,4106,3053,759,599,90,38,32,294,294,415,735,429,64,0
2021,"Camden 015","E02000180",7880,6032,4687,1150,894,153,60,43,195,195,530,818,379,118,3
2021,"Camden 016","E02000181",8076,6006,4064,1576,1286,169,85,36,366,366,373,988,553,153,3
2021,"Camden 017","E02000182",7119,4459,3138,915,724,106,54,31,406,406,456,1586,532,84,2
2021,"Camden 018","E02000183",7592,5687,4423,1015,849,108,25,33,249,249,350,734,670,151,0
2021,"Camden 019","E02000184",8909,6421,4792,1321,996,189,71,65,308,308,596,1285,494,106,7
2021,"Camden 020","E02000185",8883,6059,4372,1214,877,187,105,45,473,473,931,1381,439,72,1
2021,"Camden 021","E02000186",6223,4521,3336,923,685,132,56,50,262,262,435,801,367,96,3
2021,"Camden 022","E02000187",9784,6533,5289,975,728,148,57,42,269,269,872,1973,369,33,4
2021,"Camden 023","E02000188",7179,4894,3852,775,548,138,67,22,267,267,581,1398,281,23,2
2021,"Camden 026","E02000191",5337,3508,2214,1083,839,135,53,56,211,211,210,1220,321,78,0
2021,"Camden 027","E02000192",6660,4697,3563,893,717,107,34,35,241,241,421,1098,348,93,3
2021,"Camden 028","E02000193",5961,3948,2811,963,728,119,64,52,174,174,333,1096,477,106,1
2021,"Camden 029","E02007115",11588,7674,5476,1788,1298,277,128,85,410,410,746,2458,579,127,4
2021,"Croydon 001","E02000194",9209,7449,6414,900,555,249,83,13,135,135,629,491,567,71,2
2021,"Croydon 002","E02000195",9650,7114,5977,1019,575,248,99,97,118,118,868,922,709,35,2
2021,"Croydon 003","E02000196",7914,5584,4399,1115,366,508,183,58,70,70,721,957,637,12,3
2021,"Croydon 004","E02000197",9027,6193,4789,1280,440,565,238,37,124,124,949,1138,731,13,3
2021,"Croydon 005","E02000198",8888,6373,5109,1143,545,407,176,15,121,121,1066,552,869,20,8
2021,"Croydon 006","E02000199",8414,6073,5058,941,494,245,192,10,74,74,902,551,867,15,6
2021,"Croydon 007","E02000200",9047,6886,5756,953,550,246,128,29,177,177,861,480,773,43,4
2021,"Croydon 008","E02000201",8691,6414,5386,880,461,245,162,12,148,148,1081,440,706,40,10
2021,"Croydon 009","E02000202",8931,5600,4501,968,434,319,193,22,131,131,1010,1412,886,16,7
2021,"Croydon 010","E02000203",7964,5246,4136,952,443,283,214,12,158,158,1065,895,746,10,2
2021,"Croydon 011","E02000204",9654,5859,4803,959,429,323,184,23,97,97,1209,1807,761,11,7
2021,"Croydon 013","E02000206",10818,7801,6322,1323,568,392,358,5,156,156,1248,840,901,23,5
2021,"Croydon 014","E02000207",8905,6853,5975,750,352,255,127,16,128,128,947,538,542,19,6
2021,"Croydon 015","E02000208",10863,6919,5654,1114,481,347,278,8,151,151,1246,1893,785,12,8
2021,"Croydon 016","E02000209",9064,5431,4419,897,367,244,278,8,115,115,928,2247,445,4,9
2021,"Croydon 017","E02000210",8715,6876,5738,1004,409,311,265,19,134,134,661,649,483,41,5
2021,"Croydon 018","E02000211",8273,6955,6349,496,251,124,77,44,110,110,478,576,244,20,0
2021,"Croydon 019","E02000212",9461,5890,4764,1005,423,352,224,6,121,121,967,2099,490,8,7
2021,"Croydon 020","E02000213",12798,8459,6479,1750,836,514,384,16,230,230,1531,1862,897,34,15
2021,"Croydon 021","E02000214",6236,5132,4538,511,280,114,82,35,83,83,321,535,214,31,3
2021,"Croydon 022","E02000215",11824,8757,6686,1776,710,536,504,26,295,295,1051,1347,605,58,6
2021,"Croydon 023","E02000216",7166,4400,3565,713,325,213,146,29,122,122,611,1855,272,17,11
2021,"Croydon 024","E02000217",11925,8910,6778,1905,649,755,479,22,227,227,1089,1265,625,23,13
2021,"Croydon 025","E02000218",6670,5342,4872,352,198,70,43,41,118,118,660,436,222,7,3
2021,"Croydon 026","E02000219",7630,6379,5874,424,230,90,70,34,81,81,408,630,190,21,2
2021,"Croydon 028","E02000221",10860,8145,7114,856,359,297,174,26,175,175,1051,1190,447,24,3
2021,"Croydon 029","E02000222",8353,6791,5814,864,411,281,159,13,113,113,558,662,305,33,4
2021,"Croydon 030","E02000223",8530,6776,6196,443,255,146,30,12,137,137,1069,349,328,8,0
2021,"Croydon 031","E02000224",8049,6501,5550,841,350,298,184,9,110,110,580,657,270,39,2
2021,"Croydon 032","E02000225",7499,6351,5851,432,186,132,99,15,68,68,637,280,217,12,2
2021,"Croydon 033","E02000226",7613,6280,5820,383,209,89,65,20,77,77,398,711,203,19,2
2021,"Croydon 034","E02000227",11680,9994,9242,648,321,206,96,25,104,104,739,675,240,28,4
2021,"Croydon 035","E02000228",7956,6867,6467,359,243,77,17,22,41,41,319,586,135,45,4
2021,"Croydon 036","E02000229",6234,5269,4910,282,137,87,41,17,77,77,561,219,175,7,3
2021,"Croydon 037","E02000230",10501,8393,7449,829,448,200,146,35,115,115,651,1082,333,32,10
2021,"Croydon 038","E02000231",7931,6226,5689,459,249,104,71,35,78,78,531,924,212,36,2
2021,"Croydon 039","E02000232",6197,5477,5204,231,139,51,24,17,42,42,262,339,103,14,2
2021,"Croydon 040","E02000233",6364,5424,4926,435,229,117,63,26,63,63,326,418,165,28,3
2021,"Croydon 041","E02000234",9450,7800,7176,512,297,140,51,24,112,112,553,772,296,27,2
2021,"Croydon 042","E02000235",6891,6002,5594,352,195,98,38,21,56,56,306,413,138,30,2
2021,"Croydon 043","E02000236",9132,7985,7516,406,237,107,53,9,63,63,370,558,184,31,4
2021,"Croydon 044","E02000237",7599,6914,6501,373,226,96,32,19,40,40,261,282,116,22,4
2021,"Croydon 045","E02006788",7613,6079,5389,607,309,202,89,7,83,83,633,443,430,23,5
2021,"Croydon 046","E02006987",7372,4972,3556,1261,676,359,207,19,155,155,679,1258,412,42,9
2021,"Croydon 047","E02006988",7162,5382,4232,1014,413,313,273,15,136,136,699,737,305,33,6
2021,"Ealing 001","E02000238",10708,7275,5015,2018,428,1150,419,21,242,242,718,2297,400,15,3
2021,"Ealing 002","E02000239",9042,5958,3949,1852,350,1022,461,19,157,157,664,2153,259,8,0
2021,"Ealing 003","E02000240",11209,7639,5728,1656,422,746,459,29,255,255,787,2474,287,14,8
2021,"Ealing 004","E02000241",7394,5006,3594,1222,312,661,238,11,190,190,541,1621,216,9,1
2021,"Ealing 005","E02000242",6886,4270,2847,1319,301,781,224,13,104,104,466,1931,208,8,3
2021,"Ealing 006","E02000243",8720,6186,4115,1852,369,1158,310,15,219,219,627,1645,253,5,4
2021,"Ealing 007","E02000244",7891,5425,3382,1840,445,1099,264,32,203,203,523,1657,277,9,0
2021,"Ealing 008","E02000245",9312,6278,4963,1092,294,590,196,12,223,223,870,1902,244,13,5
2021,"Ealing 009","E02000246",9461,6364,5111,1070,329,559,164,18,183,183,806,2057,224,8,2
2021,"Ealing 010","E02000247",11155,7392,5674,1471,355,878,219,19,247,247,846,2566,334,11,6
2021,"Ealing 011","E02000248",7718,5024,3100,1696,603,776,285,32,228,228,452,1997,220,23,2
2021,"Ealing 012","E02000249",8379,5645,3969,1499,452,845,184,18,177,177,553,1908,244,20,9
2021,"Ealing 013","E02000250",6484,5082,4037,846,487,279,52,28,199,199,289,828,205,78,2
2021,"Ealing 014","E02000251",8315,4868,3644,1082,340,572,158,12,142,142,550,2658,226,10,3
2021,"Ealing 015","E02000252",12239,8318,5572,2436,1284,770,324,58,310,310,981,2113,720,100,7
2021,"Ealing 016","E02000253",10342,7531,5786,1521,499,870,124,28,224,224,855,1603,313,36,4
2021,"Ealing 017","E02000254",9210,4346,3755,556,246,236,67,7,35,35,661,4069,128,5,1
2021,"Ealing 018","E02000255",9863,7381,5711,1456,680,529,200,47,214,214,749,1354,311,65,3
2021,"Ealing 019","E02000256",9183,6849,4847,1731,903,597,186,45,271,271,447,1436,359,85,7
2021,"Ealing 021","E02000258",6902,4647,3199,1241,602,481,128,30,207,207,376,1502,269,102,6
2021,"Ealing 022","E02000259",6586,5298,3941,1232,477,610,123,22,125,125,337,704,211,34,2
2021,"Ealing 023","E02000260",9837,4078,3584,440,238,145,53,4,54,54,630,5014,97,15,3
2021,"Ealing 024","E02000261",12653,8641,5579,2602,1408,779,274,141,460,460,1046,2264,582,112,8
2021,"Ealing 025","E02000262",9349,6985,4928,1769,974,589,160,46,288,288,748,1111,388,112,5
2021,"Ealing 026","E02000263",13704,5344,4848,468,336,99,31,2,28,28,765,7438,127,13,17
2021,"Ealing 027","E02000264",8494,6222,4208,1767,992,597,131,47,247,247,466,1351,335,116,4
2021,"Ealing 028","E02000265",11232,8440,6266,1900,966,711,168,55,274,274,744,1449,500,95,4
2021,"Ealing 029","E02000266",13118,7576,6437,956,434,373,135,14,183,183,1483,3773,257,22,7
2021,"Ealing 030","E02000267",8155,6610,4974,1484,575,755,140,14,152,152,393,835,232,84,1
2021,"Ealing 031","E02000268",9249,7272,5555,1486,825,457,148,56,231,231,441,1054,370,108,4
2021,"Ealing 032","E02000269",8168,6732,5153,1337,812,405,93,27,242,242,330,705,280,119,2
