"date","geography","geography code","Year of arrival in the UK: Total: All usual residents; measures: Value","Year of arrival in the UK: Born in the UK; measures: Value","Year of arrival in the UK: Arrived before 1951; measures: Value","Year of arrival in the UK: Arrived 1951 to 1960; measures: Value","Year of arrival in the UK: Arrived 1961 to 1970; measures: Value","Year of arrival in the UK: Arrived 1971 to 1980; measures: Value","Year of arrival in the UK: Arrived 1981 to 1990; measures: Value","Year of arrival in the UK: Arrived 1991 to 2000; measures: Value","Year of arrival in the UK: Arrived 2001 to 2010; measures: Value","Year of arrival in the UK: Arrived 2011 to 2013; measures: Value","Year of arrival in the UK: Arrived 2014 to 2016; measures: Value","Year of arrival in the UK: Arrived 2017 to 2019; measures: Value","Year of arrival in the UK: Arrived 2020 to 2021; measures: Value"
2021,"Tower Hamlets 007","E02000870",6370,3928,1,14,39,92,274,306,528,175,326,481,206
2021,"Tower Hamlets 008","E02000871",11512,6271,2,34,93,225,652,611,1221,480,687,863,373
2021,"Tower Hamlets 009","E02000872",8144,4367,1,25,66,189,363,461,727,321,513,704,407
2021,"Tower Hamlets 010","E02000873",9851,5446,4,12,81,141,458,509,901,328,474,690,807
2021,"Tower Hamlets 011","E02000874",7492,4052,5,15,54,176,415,396,630,253,363,686,447
2021,"Tower Hamlets 012","E02000875",13572,7613,6,30,95,262,747,870,1369,553,780,895,352
2021,"Tower Hamlets 013","E02000876",7274,3638,5,21,82,222,385,350,585,267,472,734,513
2021,"Tower Hamlets 014","E02000877",13809,7736,3,39,130,224,639,778,1413,519,857,1062,409
2021,"Tower Hamlets 015","E02000878",10433,4675,4,39,130,281,537,509,852,395,631,1220,1160
2021,"Tower Hamlets 016","E02000879",8343,4581,4,26,104,235,441,473,765,314,411,662,327
2021,"Tower Hamlets 017","E02000880",6514,3326,6,18,53,173,359,333,617,221,388,648,372
2021,"Tower Hamlets 018","E02000881",10830,5906,3,33,70,185,492,614,1038,462,715,890,422
2021,"Tower Hamlets 019","E02000882",11501,6971,5,37,89,286,802,783,936,371,422,575,224
2021,"Tower Hamlets 020","E02000883",9288,5125,2,20,65,136,452,576,980,426,585,676,245
2021,"Tower Hamlets 021","E02000884",12768,5461,7,20,97,275,470,518,1220,536,952,1641,1571
2021,"Tower Hamlets 022","E02000885",7055,3749,8,35,85,190,445,457,667,247,416,510,246
2021,"Tower Hamlets 023","E02000886",9591,4871,1,26,56,158,333,496,1043,501,699,979,428
2021,"Tower Hamlets 024","E02000887",10803,5817,4,36,64,183,500,601,1111,507,683,943,354
2021,"Tower Hamlets 025","E02000888",8619,4463,2,17,77,176,423,476,919,383,621,691,371
2021,"Tower Hamlets 026","E02000889",8964,4494,5,30,81,150,312,419,977,400,700,937,459
2021,"Tower Hamlets 027","E02000890",5815,3258,6,28,62,108,148,252,554,258,440,475,226
2021,"Tower Hamlets 030","E02000893",7412,4037,4,18,42,108,263,357,779,353,568,653,230
2021,"Tower Hamlets 031","E02000894",11007,5349,3,18,80,176,336,496,1312,580,1013,1197,447
2021,"Tower Hamlets 032","E02006853",11018,4541,3,15,66,138,334,539,1350,638,1052,1552,790
2021,"Tower Hamlets 033","E02006854",7076,2580,0,9,29,66,151,342,975,449,699,1115,661
2021,"Tower Hamlets 034","E02007112",5892,2199,0,1,11,50,99,271,762,451,668,928,452
2021,"Tower Hamlets 035","E02007113",7460,3243,1,10,26,84,255,372,922,388,631,976,552
2021,"Tower Hamlets 036","E02007114",7566,3425,2,11,33,82,226,281,914,382,645,950,615
2021,"Waltham Forest 001","E02000895",8375,6395,15,87,162,142,191,409,559,104,136,123,52
2021,"Waltham Forest 002","E02000896",9327,7387,18,71,143,104,156,304,522,149,213,213,47
2021,"Waltham Forest 003","E02000897",8566,6552,13,51,112,111,191,390,605,147,194,144,56
2021,"Waltham Forest 004","E02000898",8010,6102,15,63,166,141,196,326,512,134,157,129,69
2021,"Waltham Forest 005","E02000899",8811,5960,10,89,246,166,216,414,731,217,368,270,124
2021,"Waltham Forest 006","E02000900",8972,5786,11,95,229,186,285,590,843,239,298,296,114
2021,"Waltham Forest 007","E02000901",10491,8042,12,57,132,145,209,364,658,264,331,216,61
2021,"Waltham Forest 008","E02000902",9959,6576,5,75,195,163,261,610,1074,290,307,328,75
2021,"Waltham Forest 009","E02000903",10276,6387,1,46,187,185,264,721,1206,332,442,343,162
2021,"Waltham Forest 010","E02000904",8425,5489,4,39,179,143,197,409,938,295,386,256,90
2021,"Waltham Forest 011","E02000905",10471,6517,8,56,167,180,244,647,1154,387,538,426,147
2021,"Waltham Forest 012","E02000906",9652,5946,2,53,193,165,247,665,1098,357,419,361,146
2021,"Waltham Forest 013","E02000907",10582,6303,12,41,169,155,265,758,1404,368,541,448,118
2021,"Waltham Forest 014","E02000908",12905,7415,6,55,205,222,286,776,1704,561,724,622,329
2021,"Waltham Forest 015","E02000909",9248,6187,8,63,169,185,232,472,833,280,366,345,108
2021,"Waltham Forest 016","E02000910",11427,6591,9,86,325,277,269,550,1115,487,738,746,234
2021,"Waltham Forest 017","E02000911",12963,7167,2,75,285,238,261,678,1688,642,937,768,222
2021,"Waltham Forest 018","E02000912",9744,5818,3,76,243,257,318,599,1014,335,504,428,149
2021,"Waltham Forest 019","E02000913",9643,5698,11,97,405,308,294,510,927,308,429,455,201
2021,"Waltham Forest 020","E02000914",11798,6127,8,79,333,347,333,927,1475,544,707,703,215
2021,"Waltham Forest 021","E02000915",8110,4986,5,58,233,208,222,347,757,328,416,402,148
2021,"Waltham Forest 022","E02000916",10562,5761,6,84,271,193,305,664,1296,474,686,596,226
2021,"Waltham Forest 023","E02000917",9589,5174,3,54,193,145,208,464,1231,479,761,664,213
2021,"Waltham Forest 024","E02000918",9322,5192,5,44,217,234,215,541,1036,330,645,655,208
2021,"Waltham Forest 025","E02000919",9241,4700,7,94,259,266,205,428,1071,444,696,785,286
2021,"Waltham Forest 026","E02000920",10302,5345,7,100,276,266,309,700,1169,475,700,713,242
2021,"Waltham Forest 027","E02000921",11199,6007,3,88,259,249,375,791,1280,469,705,717,256
2021,"Waltham Forest 028","E02000922",10462,5460,4,74,252,224,239,546,1334,533,765,785,246
2021,"Wandsworth 001","E02000923",7524,4131,33,65,153,166,185,372,809,319,451,607,233
2021,"Wandsworth 003","E02000925",7898,4588,4,58,159,128,198,561,824,288,420,505,165
2021,"Wandsworth 004","E02000926",11640,6556,17,49,149,167,259,573,1158,602,757,954,399
2021,"Wandsworth 005","E02000927",7104,4803,5,49,144,81,163,295,491,220,319,404,130
2021,"Wandsworth 006","E02000928",8356,5871,20,54,92,134,152,332,605,229,302,417,148
2021,"Wandsworth 007","E02000929",8104,4484,6,84,163,125,235,620,929,360,493,451,154
2021,"Wandsworth 008","E02000930",10081,6290,18,38,113,135,138,416,717,304,599,855,458
2021,"Wandsworth 009","E02000931",8819,5948,11,56,112,90,150,363,594,268,463,572,192
2021,"Wandsworth 010","E02000932",12848,7833,26,68,143,185,175,505,1211,590,811,996,305
2021,"Wandsworth 011","E02000933",8868,5552,23,67,134,171,232,411,768,345,482,477,206
2021,"Wandsworth 012","E02000934",8918,5771,16,53,145,137,143,361,627,315,539,611,200
2021,"Wandsworth 013","E02000935",7371,4362,10,32,83,65,137,462,903,289,313,384,331
2021,"Wandsworth 014","E02000936",9367,5095,27,45,112,136,190,463,1033,466,650,839,311
2021,"Wandsworth 015","E02000937",8163,5600,7,49,153,92,112,264,710,245,415,389,127
2021,"Wandsworth 016","E02000938",10767,6168,20,88,130,163,255,679,1394,499,591,556,224
2021,"Wandsworth 017","E02000939",7821,5589,21,80,151,122,127,262,613,179,221,330,126
2021,"Wandsworth 018","E02000940",9325,5476,12,52,110,148,191,541,1019,459,530,561,226
2021,"Wandsworth 019","E02000941",10173,7322,14,65,170,134,196,362,628,314,392,440,136
2021,"Wandsworth 020","E02000942",9684,6292,27,87,180,219,198,411,849,332,466,450,173
2021,"Wandsworth 021","E02000943",8720,5938,23,62,164,178,175,311,628,273,371,429,168
2021,"Wandsworth 022","E02000944",7639,4172,7,31,86,90,183,442,1056,417,411,511,233
2021,"Wandsworth 023","E02000945",7843,4079,15,38,81,105,187,539,1150,400,402,572,275
2021,"Wandsworth 024","E02000946",8434,5738,4,40,110,120,154,419,721,292,384,339,113
2021,"Wandsworth 025","E02000947",9341,6268,13,44,124,132,170,373,705,367,468,483,194
2021,"Wandsworth 026","E02000948",10021,6946,16,87,202,211,182,369,677,276,396,506,153
2021,"Wandsworth 027","E02000949",10005,7356,24,68,173,182,156,355,593,259,338,385,116
2021,"Wandsworth 028","E02000950",7585,4043,9,44,104,129,164,414,1011,425,504,548,190
2021,"Wandsworth 029","E02000951",6433,4454,13,49,155,135,149,269,416,165,258,255,115
2021,"Wandsworth 030","E02000952",6145,4259,20,42,167,120,116,247,453,148,243,249,81
2021,"Wandsworth 031","E02000953",7506,5005,5,29,78,74,132,306,756,250,349,343,179
2021,"Wandsworth 032","E02000954",6093,3839,9,61,263,261,160,242,473,164,247,250,124
2021,"Wandsworth 033","E02000955",6893,4244,6,70,221,225,189,333,712,168,286,330,109
2021,"Wandsworth 034","E02000956",7418,4319,6,42,134,136,142,348,970,270,385,467,199
2021,"Wandsworth 035","E02000957",10862,6434,13,91,245,260,291,539,1141,426,518,627,277
2021,"Wandsworth 036","E02000958",8278,5446,18,100,290,270,209,359,657,214,306,256,153
2021,"Wandsworth 037","E02000959",7866,4453,9,82,181,120,168,426,979,379,486,448,135
2021,"Wandsworth 038","E02007083",7712,3319,3,15,46,78,92,341,923,460,714,1150,571
2021,"Wandsworth 039","E02007084",9889,5277,4,58,201,157,291,667,1234,433,558,766,243
2021,"Westminster 001","E02000960",6155,2445,25,50,113,207,274,432,562,245,461,892,449
2021,"Westminster 002","E02000961",9814,4597,23,52,114,241,323,775,1143,497,631,1013,405
2021,"Westminster 003","E02000962",7704,2869,26,60,118,267,317,685,719,352,590,1068,633
2021,"Westminster 004","E02000963",10522,5908,15,134,319,287,577,1081,988,192,383,419,219
2021,"Westminster 005","E02000964",12143,6271,14,143,263,312,553,1276,1191,520,615,666,319
2021,"Westminster 006","E02000965",7874,3829,14,43,125,137,283,519,896,326,633,754,315
2021,"Westminster 007","E02000966",9252,4246,21,47,139,247,289,617,1151,422,707,966,400
2021,"Westminster 008","E02000967",6054,2155,21,36,85,173,175,369,519,266,470,889,896
2021,"Westminster 009","E02000968",14483,6707,11,106,255,484,852,1936,1754,428,565,900,485
2021,"Westminster 010","E02000969",9606,4795,11,116,128,212,415,1350,1002,303,458,551,265
2021,"Westminster 011","E02000970",6840,2636,23,26,115,176,199,437,693,393,574,954,614
2021,"Westminster 012","E02000971",7476,2564,15,41,109,142,167,502,792,353,750,1218,823
2021,"Westminster 013","E02000972",7880,3073,13,50,107,203,292,502,753,309,553,1165,860
2021,"Westminster 014","E02000973",9958,4361,17,64,164,231,342,794,1147,457,846,1087,448
2021,"Westminster 015","E02000974",8705,3067,23,46,144,167,265,621,855,402,773,1311,1031
2021,"Westminster 016","E02000975",7416,2632,16,41,94,199,172,507,789,346,812,1075,733
2021,"Westminster 017","E02000976",8430,2720,16,47,130,227,276,680,990,443,772,1295,834
2021,"Westminster 018","E02000977",6387,2662,12,30,68,187,195,359,526,258,450,891,749
2021,"Westminster 019","E02000978",7130,2776,18,42,125,194,222,429,781,334,494,849,866
2021,"Westminster 020","E02000979",8084,3826,29,45,115,135,234,520,799,298,587,921,575
2021,"Westminster 021","E02000980",8725,4229,12,82,127,230,401,821,882,303,465,781,392
2021,"Westminster 022","E02000981",8271,4481,16,57,130,164,266,577,728,305,493,632,422
2021,"Westminster 023","E02000982",7636,3824,14,63,138,196,336,758,885,233,336,510,343
2021,"Westminster 024","E02000983",7695,4030,19,71,103,134,299,663,810,221,391,605,349
