"date","geography","geography code","Sex: All persons; measures: Value","Sex: Female; measures: Value","Sex: Male; measures: Value"
2021,"Kingston upon Thames 005","E02000602",85,54,31
2021,"Kingston upon Thames 006","E02000603",28,15,13
2021,"Kingston upon Thames 007","E02000604",34,21,13
2021,"Kingston upon Thames 008","E02000605",27,18,9
2021,"Kingston upon Thames 009","E02000606",119,81,38
2021,"Kingston upon Thames 010","E02000607",35,24,11
2021,"Kingston upon Thames 011","E02000608",28,11,17
2021,"Kingston upon Thames 012","E02000609",16,11,5
2021,"Kingston upon Thames 013","E02000610",23,11,12
2021,"Kingston upon Thames 014","E02000611",8,4,4
2021,"Kingston upon Thames 015","E02000612",19,12,7
2021,"Kingston upon Thames 016","E02000613",26,14,12
2021,"Kingston upon Thames 017","E02000614",27,12,15
2021,"Kingston upon Thames 018","E02000615",11,8,3
2021,"Kingston upon Thames 019","E02000616",6,3,3
2021,"Kingston upon Thames 020","E02000617",6,4,2
2021,"Lambeth 002","E02000619",42,25,17
2021,"Lambeth 003","E02000620",96,66,30
2021,"Lambeth 004","E02000621",336,181,155
2021,"Lambeth 005","E02000622",33,24,9
2021,"Lambeth 006","E02000623",16,14,2
2021,"Lambeth 007","E02000624",20,13,7
2021,"Lambeth 008","E02000625",29,17,12
2021,"Lambeth 009","E02000626",14,9,5
2021,"Lambeth 010","E02000627",39,33,6
2021,"Lambeth 011","E02000628",18,12,6
2021,"Lambeth 012","E02000629",21,11,10
2021,"Lambeth 013","E02000630",16,4,12
2021,"Lambeth 014","E02000631",22,13,9
2021,"Lambeth 015","E02000632",15,12,3
2021,"Lambeth 016","E02000633",18,10,8
2021,"Lambeth 017","E02000634",9,8,1
2021,"Lambeth 018","E02000635",41,28,13
2021,"Lambeth 019","E02000636",16,9,7
2021,"Lambeth 020","E02000637",4,3,1
2021,"Lambeth 021","E02000638",21,11,10
2021,"Lambeth 022","E02000639",8,2,6
2021,"Lambeth 023","E02000640",21,14,7
2021,"Lambeth 024","E02000641",21,13,8
2021,"Lambeth 025","E02000642",7,5,2
2021,"Lambeth 026","E02000643",19,13,6
2021,"Lambeth 027","E02000644",10,7,3
2021,"Lambeth 028","E02000645",17,14,3
2021,"Lambeth 029","E02000646",30,13,17
2021,"Lambeth 030","E02000647",9,6,3
2021,"Lambeth 031","E02000648",8,2,6
2021,"Lambeth 032","E02000649",26,17,9
2021,"Lambeth 033","E02000650",18,14,4
2021,"Lambeth 034","E02000651",18,11,7
2021,"Lambeth 035","E02000652",16,9,7
2021,"Lambeth 036","E02006801",581,412,169
2021,"Lewisham 001","E02000653",50,30,20
2021,"Lewisham 002","E02000654",17,9,8
2021,"Lewisham 003","E02000655",49,39,10
2021,"Lewisham 005","E02000657",60,40,20
2021,"Lewisham 006","E02000658",16,14,2
2021,"Lewisham 007","E02000659",21,10,11
2021,"Lewisham 008","E02000660",29,18,11
2021,"Lewisham 009","E02000661",1,0,1
2021,"Lewisham 010","E02000662",11,5,6
2021,"Lewisham 011","E02000663",12,8,4
2021,"Lewisham 013","E02000665",10,6,4
2021,"Lewisham 014","E02000666",7,4,3
2021,"Lewisham 015","E02000667",19,9,10
2021,"Lewisham 016","E02000668",12,8,4
2021,"Lewisham 017","E02000669",12,8,4
2021,"Lewisham 018","E02000670",9,5,4
2021,"Lewisham 019","E02000671",7,4,3
2021,"Lewisham 020","E02000672",21,10,11
2021,"Lewisham 021","E02000673",23,16,7
2021,"Lewisham 022","E02000674",6,5,1
2021,"Lewisham 023","E02000675",9,4,5
2021,"Lewisham 024","E02000676",13,6,7
2021,"Lewisham 025","E02000677",14,5,9
2021,"Lewisham 026","E02000678",9,3,6
2021,"Lewisham 027","E02000679",18,10,8
2021,"Lewisham 028","E02000680",10,9,1
2021,"Lewisham 029","E02000681",13,7,6
2021,"Lewisham 030","E02000682",13,7,6
2021,"Lewisham 031","E02000683",8,4,4
2021,"Lewisham 033","E02000685",8,4,4
2021,"Lewisham 034","E02000686",13,8,5
2021,"Lewisham 035","E02000687",8,6,2
2021,"Lewisham 037","E02006783",15,15,0
2021,"Lewisham 038","E02006784",10,6,4
2021,"Lewisham 039","E02006798",33,23,10
2021,"Lewisham 040","E02007008",72,47,25
2021,"Lewisham 041","E02007009",19,8,11
2021,"Merton 001","E02000689",19,10,9
2021,"Merton 002","E02000690",28,21,7
2021,"Merton 003","E02000691",22,16,6
2021,"Merton 004","E02000692",38,24,14
2021,"Merton 005","E02000693",55,30,25
2021,"Merton 006","E02000694",21,12,9
2021,"Merton 007","E02000695",23,7,16
2021,"Merton 008","E02000696",18,10,8
2021,"Merton 009","E02000697",39,25,14
2021,"Merton 010","E02000698",18,13,5
2021,"Merton 011","E02000699",26,16,10
2021,"Merton 012","E02000700",16,8,8
2021,"Merton 013","E02000701",20,10,10
2021,"Merton 014","E02000702",23,12,11
2021,"Merton 015","E02000703",14,6,8
2021,"Merton 016","E02000704",19,11,8
2021,"Merton 017","E02000705",40,25,15
2021,"Merton 018","E02000706",24,12,12
2021,"Merton 019","E02000707",20,11,9
2021,"Merton 020","E02000708",21,13,8
2021,"Merton 021","E02000709",8,5,3
2021,"Merton 022","E02000710",23,13,10
2021,"Merton 023","E02000711",19,8,11
2021,"Merton 024","E02000712",9,8,1
2021,"Merton 025","E02000713",10,6,4
2021,"Newham 001","E02000714",31,16,15
2021,"Newham 002","E02000715",30,12,18
2021,"Newham 003","E02000716",51,22,29
2021,"Newham 004","E02000717",53,23,30
2021,"Newham 005","E02000718",50,24,26
2021,"Newham 006","E02000719",45,25,20
2021,"Newham 007","E02000720",78,32,46
2021,"Newham 008","E02000721",58,25,33
2021,"Newham 009","E02000722",46,24,22
2021,"Newham 010","E02000723",90,31,59
2021,"Newham 011","E02000724",84,33,51
2021,"Newham 012","E02000725",49,29,20
2021,"Newham 014","E02000727",107,40,67
2021,"Newham 015","E02000728",76,36,40
2021,"Newham 016","E02000729",43,21,22
2021,"Newham 017","E02000730",88,34,54
2021,"Newham 018","E02000731",160,67,93
2021,"Newham 019","E02000732",58,33,25
2021,"Newham 020","E02000733",47,18,29
2021,"Newham 021","E02000734",56,19,37
2021,"Newham 022","E02000735",63,25,38
2021,"Newham 023","E02000736",60,27,33
2021,"Newham 024","E02000737",39,13,26
2021,"Newham 025","E02000738",43,21,22
2021,"Newham 026","E02000739",46,23,23
2021,"Newham 027","E02000740",30,16,14
2021,"Newham 028","E02000741",39,16,23
2021,"Newham 029","E02000742",51,17,34
2021,"Newham 030","E02000743",52,22,30
2021,"Newham 031","E02000744",42,20,22
2021,"Newham 032","E02000745",33,14,19
2021,"Newham 033","E02000746",39,20,19
2021,"Newham 034","E02000747",82,44,38
2021,"Newham 035","E02000748",37,16,21
2021,"Newham 036","E02000749",31,17,14
2021,"Newham 038","E02006995",208,124,84
2021,"Newham 039","E02006996",288,160,128
2021,"Newham 040","E02006997",45,24,21
2021,"Newham 041","E02006998",19,13,6
2021,"Newham 042","E02006999",86,50,36
2021,"Redbridge 001","E02000751",16,6,10
2021,"Redbridge 002","E02000752",13,5,8
2021,"Redbridge 003","E02000753",28,9,19
2021,"Redbridge 004","E02000754",15,8,7
2021,"Redbridge 005","E02000755",19,4,15
2021,"Redbridge 006","E02000756",46,25,21
2021,"Redbridge 007","E02000757",34,20,14
2021,"Redbridge 008","E02000758",18,7,11
2021,"Redbridge 009","E02000759",48,34,14
2021,"Redbridge 010","E02000760",17,10,7
2021,"Redbridge 012","E02000762",19,7,12
2021,"Redbridge 013","E02000763",16,12,4
2021,"Redbridge 014","E02000764",22,16,6
2021,"Redbridge 015","E02000765",21,10,11
2021,"Redbridge 017","E02000767",21,9,12
2021,"Redbridge 018","E02000768",19,11,8
2021,"Redbridge 020","E02000770",25,9,16
2021,"Redbridge 022","E02000772",33,16,17
2021,"Redbridge 023","E02000773",40,19,21
2021,"Redbridge 024","E02000774",47,22,25
2021,"Redbridge 026","E02000776",31,16,15
2021,"Redbridge 027","E02000777",9,7,2
2021,"Redbridge 029","E02000779",65,39,26
2021,"Redbridge 031","E02000781",60,26,34
2021,"Redbridge 032","E02000782",87,45,42
2021,"Redbridge 033","E02000783",29,12,17
2021,"Redbridge 034","E02006800",64,33,31
2021,"Redbridge 035","E02006924",79,38,41
2021,"Redbridge 036","E02006925",37,12,25
2021,"Redbridge 037","E02007017",10,7,3
2021,"Redbridge 038","E02007018",23,12,11
2021,"Redbridge 039","E02007019",68,38,30
2021,"Redbridge 040","E02007020",62,30,32
2021,"Richmond upon Thames 001","E02000784",39,23,16
2021,"Richmond upon Thames 002","E02000785",25,14,11
2021,"Richmond upon Thames 003","E02000786",22,11,11
2021,"Richmond upon Thames 004","E02000787",51,35,16
2021,"Richmond upon Thames 005","E02000788",14,8,6
2021,"Richmond upon Thames 006","E02000789",24,14,10
2021,"Richmond upon Thames 007","E02000790",15,10,5
2021,"Richmond upon Thames 008","E02000791",44,23,21
2021,"Richmond upon Thames 009","E02000792",23,13,10
2021,"Richmond upon Thames 010","E02000793",10,7,3
2021,"Richmond upon Thames 011","E02000794",13,8,5
2021,"Richmond upon Thames 012","E02000795",20,13,7
2021,"Richmond upon Thames 013","E02000796",20,8,12
2021,"Richmond upon Thames 014","E02000797",20,15,5
2021,"Richmond upon Thames 015","E02000798",21,14,7
2021,"Richmond upon Thames 016","E02000799",29,17,12
2021,"Richmond upon Thames 017","E02000800",8,5,3
2021,"Richmond upon Thames 018","E02000801",8,4,4
2021,"Richmond upon Thames 019","E02000802",10,7,3
2021,"Richmond upon Thames 020","E02000803",12,6,6
2021,"Richmond upon Thames 021","E02000804",3,3,0
2021,"Richmond upon Thames 022","E02000805",16,7,9
2021,"Richmond upon Thames 023","E02000806",4,1,3
2021,"Southwark 001","E02000807",26,16,10
2021,"Southwark 002","E02000808",329,207,122
2021,"Southwark 004","E02000810",20,13,7
2021,"Southwark 006","E02000812",106,52,54
2021,"Southwark 007","E02000813",48,26,22
2021,"Southwark 008","E02000814",37,24,13
2021,"Southwark 009","E02000815",176,118,58
2021,"Southwark 010","E02000816",24,16,8
2021,"Southwark 011","E02000817",13,9,4
2021,"Southwark 012","E02000818",79,48,31
2021,"Southwark 013","E02000819",29,17,12
2021,"Southwark 014","E02000820",93,55,38
2021,"Southwark 015","E02000821",31,18,13
2021,"Southwark 016","E02000822",19,7,12
2021,"Southwark 017","E02000823",29,13,16
2021,"Southwark 018","E02000824",21,8,13
2021,"Southwark 019","E02000825",36,25,11
2021,"Southwark 020","E02000826",49,29,20
2021,"Southwark 021","E02000827",65,33,32
2021,"Southwark 022","E02000828",33,25,8
2021,"Southwark 023","E02000829",26,13,13
2021,"Southwark 024","E02000830",38,22,16
2021,"Southwark 025","E02000831",30,19,11
2021,"Southwark 026","E02000832",13,5,8
2021,"Southwark 027","E02000833",6,4,2
2021,"Southwark 028","E02000834",11,10,1
2021,"Southwark 029","E02000835",13,11,2
2021,"Southwark 030","E02000836",11,9,2
2021,"Southwark 031","E02000837",17,14,3
2021,"Southwark 032","E02000838",12,7,5
2021,"Southwark 033","E02000839",27,8,19
2021,"Southwark 034","E02006802",249,153,96
2021,"Southwark 035","E02006941",82,46,36
2021,"Southwark 036","E02006942",31,21,10
2021,"Sutton 001","E02000840",6,5,1
2021,"Sutton 002","E02000841",24,13,11
2021,"Sutton 003","E02000842",14,8,6
2021,"Sutton 004","E02000843",7,6,1
2021,"Sutton 005","E02000844",10,8,2
2021,"Sutton 006","E02000845",19,12,7
2021,"Sutton 007","E02000846",4,0,4
2021,"Sutton 008","E02000847",22,15,7
2021,"Sutton 009","E02000848",11,8,3
2021,"Sutton 010","E02000849",14,8,6
2021,"Sutton 011","E02000850",10,8,2
2021,"Sutton 012","E02000851",43,24,19
2021,"Sutton 013","E02000852",13,10,3
2021,"Sutton 014","E02000853",19,8,11
2021,"Sutton 015","E02000854",6,4,2
2021,"Sutton 016","E02000855",6,4,2
2021,"Sutton 017","E02000856",9,5,4
2021,"Sutton 018","E02000857",33,16,17
2021,"Sutton 019","E02000858",9,4,5
2021,"Sutton 020","E02000859",8,3,5
2021,"Sutton 021","E02000860",25,18,7
2021,"Sutton 022","E02000861",8,4,4
2021,"Sutton 024","E02000863",4,4,0
2021,"Sutton 025","E02006836",12,7,5
2021,"Tower Hamlets 001","E02000864",40,24,16
2021,"Tower Hamlets 002","E02000865",51,26,25
2021,"Tower Hamlets 003","E02000866",38,26,12
2021,"Tower Hamlets 004","E02000867",38,19,19
2021,"Tower Hamlets 005","E02000868",34,23,11
2021,"Tower Hamlets 006","E02000869",22,12,10
2021,"Tower Hamlets 007","E02000870",42,21,21
2021,"Tower Hamlets 008","E02000871",47,30,17
2021,"Tower Hamlets 009","E02000872",58,29,29
2021,"Tower Hamlets 010","E02000873",206,115,91
2021,"Tower Hamlets 011","E02000874",136,76,60
2021,"Tower Hamlets 012","E02000875",57,30,27
2021,"Tower Hamlets 013","E02000876",124,63,61
2021,"Tower Hamlets 014","E02000877",51,29,22
2021,"Tower Hamlets 015","E02000878",294,172,122
2021,"Tower Hamlets 016","E02000879",45,24,21
2021,"Tower Hamlets 017","E02000880",75,34,41
2021,"Tower Hamlets 018","E02000881",40,26,14
2021,"Tower Hamlets 019","E02000882",34,18,16
2021,"Tower Hamlets 020","E02000883",32,17,15
2021,"Tower Hamlets 021","E02000884",376,228,148
2021,"Tower Hamlets 022","E02000885",59,31,28
2021,"Tower Hamlets 023","E02000886",60,27,33
2021,"Tower Hamlets 024","E02000887",66,26,40
2021,"Tower Hamlets 025","E02000888",64,29,35
2021,"Tower Hamlets 026","E02000889",99,52,47
2021,"Tower Hamlets 027","E02000890",31,16,15
2021,"Tower Hamlets 030","E02000893",25,14,11
2021,"Tower Hamlets 031","E02000894",64,32,32
2021,"Tower Hamlets 032","E02006853",107,66,41
2021,"Tower Hamlets 033","E02006854",92,43,49
2021,"Tower Hamlets 034","E02007112",51,30,21
2021,"Tower Hamlets 035","E02007113",60,33,27
2021,"Tower Hamlets 036","E02007114",80,46,34
2021,"Waltham Forest 001","E02000895",10,4,6
2021,"Waltham Forest 002","E02000896",6,4,2
2021,"Waltham Forest 003","E02000897",7,5,2
2021,"Waltham Forest 004","E02000898",12,8,4
2021,"Waltham Forest 005","E02000899",10,5,5
2021,"Waltham Forest 006","E02000900",18,12,6
2021,"Waltham Forest 007","E02000901",12,7,5
2021,"Waltham Forest 008","E02000902",20,10,10
2021,"Waltham Forest 009","E02000903",20,7,13
2021,"Waltham Forest 010","E02000904",14,6,8
2021,"Waltham Forest 011","E02000905",26,15,11
2021,"Waltham Forest 012","E02000906",24,14,10
2021,"Waltham Forest 013","E02000907",13,6,7
2021,"Waltham Forest 014","E02000908",46,27,19
2021,"Waltham Forest 015","E02000909",14,9,5
2021,"Waltham Forest 016","E02000910",34,19,15
2021,"Waltham Forest 017","E02000911",32,18,14
2021,"Waltham Forest 018","E02000912",20,4,16
2021,"Waltham Forest 019","E02000913",29,11,18
2021,"Waltham Forest 020","E02000914",44,19,25
2021,"Waltham Forest 021","E02000915",16,6,10
2021,"Waltham Forest 022","E02000916",20,8,12
2021,"Waltham Forest 023","E02000917",20,10,10
2021,"Waltham Forest 024","E02000918",43,25,18
2021,"Waltham Forest 025","E02000919",33,15,18
2021,"Waltham Forest 026","E02000920",33,15,18
2021,"Waltham Forest 027","E02000921",35,15,20
2021,"Waltham Forest 028","E02000922",54,28,26
2021,"Wandsworth 001","E02000923",47,27,20
2021,"Wandsworth 003","E02000925",19,8,11
2021,"Wandsworth 004","E02000926",63,38,25
2021,"Wandsworth 005","E02000927",6,4,2
2021,"Wandsworth 006","E02000928",17,11,6
2021,"Wandsworth 007","E02000929",12,7,5
2021,"Wandsworth 008","E02000930",88,49,39
2021,"Wandsworth 009","E02000931",25,18,7
2021,"Wandsworth 010","E02000932",43,29,14
2021,"Wandsworth 011","E02000933",32,21,11
2021,"Wandsworth 012","E02000934",26,17,9
2021,"Wandsworth 013","E02000935",69,45,24
2021,"Wandsworth 014","E02000936",47,26,21
2021,"Wandsworth 015","E02000937",25,12,13
2021,"Wandsworth 016","E02000938",32,16,16
2021,"Wandsworth 017","E02000939",14,14,0
2021,"Wandsworth 018","E02000940",20,11,9
2021,"Wandsworth 019","E02000941",22,16,6
2021,"Wandsworth 020","E02000942",29,19,10
2021,"Wandsworth 021","E02000943",23,13,10
2021,"Wandsworth 022","E02000944",31,11,20
2021,"Wandsworth 023","E02000945",39,22,17
2021,"Wandsworth 024","E02000946",24,11,13
2021,"Wandsworth 025","E02000947",26,16,10
2021,"Wandsworth 026","E02000948",15,7,8
2021,"Wandsworth 027","E02000949",9,8,1
2021,"Wandsworth 028","E02000950",17,12,5
2021,"Wandsworth 029","E02000951",19,9,10
2021,"Wandsworth 030","E02000952",7,4,3
2021,"Wandsworth 031","E02000953",19,13,6
2021,"Wandsworth 032","E02000954",10,5,5
2021,"Wandsworth 033","E02000955",18,9,9
2021,"Wandsworth 034","E02000956",20,7,13
2021,"Wandsworth 035","E02000957",42,27,15
2021,"Wandsworth 036","E02000958",21,9,12
2021,"Wandsworth 037","E02000959",8,3,5
2021,"Wandsworth 038","E02007083",139,82,57
2021,"Wandsworth 039","E02007084",36,21,15
2021,"Westminster 001","E02000960",86,48,38
2021,"Westminster 002","E02000961",68,39,29
2021,"Westminster 003","E02000962",111,62,49
2021,"Westminster 004","E02000963",38,8,30
2021,"Westminster 005","E02000964",27,17,10
2021,"Westminster 006","E02000965",32,24,8
2021,"Westminster 007","E02000966",58,39,19
2021,"Westminster 008","E02000967",189,109,80
2021,"Westminster 009","E02000968",94,53,41
2021,"Westminster 010","E02000969",35,17,18
2021,"Westminster 011","E02000970",198,112,86
2021,"Westminster 012","E02000971",178,95,83
2021,"Westminster 013","E02000972",209,135,74
2021,"Westminster 014","E02000973",64,37,27
2021,"Westminster 015","E02000974",289,136,153
2021,"Westminster 016","E02000975",152,80,72
2021,"Westminster 017","E02000976",168,93,75
2021,"Westminster 018","E02000977",278,165,113
2021,"Westminster 019","E02000978",241,127,114
2021,"Westminster 020","E02000979",123,76,47
2021,"Westminster 021","E02000980",68,40,28
2021,"Westminster 022","E02000981",65,41,24
2021,"Westminster 023","E02000982",75,44,31
2021,"Westminster 024","E02000983",74,38,36
