"date","geography","geography code","Tenure of household: Total: All households","Tenure of household: Owned","Tenure of household: Owned: Owns outright","Tenure of household: Owned: Owns with a mortgage or loan","Tenure of household: Shared ownership","Tenure of household: Shared ownership: Shared ownership","Tenure of household: Social rented","Tenure of household: Social rented: Rents from council or Local Authority","Tenure of household: Social rented: Other social rented","Tenure of household: Private rented","Tenure of household: Private rented: Private landlord or letting agency","Tenure of household: Private rented: Other private rented","Tenure of household: Lives rent free"
2021,"Wandsworth 036","E02000958",2917,1761,811,950,12,12,437,292,145,704,651,53,3
2021,"Wandsworth 037","E02000959",3104,1282,451,831,33,33,627,288,339,1161,1095,66,1
2021,"Westminster 001","E02000960",2782,1075,707,368,12,12,360,262,98,1331,1202,129,4
2021,"Westminster 002","E02000961",4068,1360,762,598,11,11,937,585,352,1748,1621,127,12
2021,"Westminster 003","E02000962",3859,1096,698,398,14,14,797,406,391,1940,1755,185,12
2021,"Westminster 004","E02000963",4135,888,397,491,46,46,2311,1572,739,872,801,71,18
2021,"Westminster 005","E02000964",5358,1084,423,661,47,47,2613,610,2003,1599,1478,121,15
2021,"Westminster 006","E02000965",3623,1226,537,689,15,15,625,192,433,1751,1642,109,6
2021,"Westminster 007","E02000966",4113,1642,887,755,11,11,540,154,386,1917,1762,155,3
2021,"Westminster 008","E02000967",3014,1134,716,418,22,22,197,91,106,1657,1492,165,4
2021,"Westminster 009","E02000968",5617,787,472,315,38,38,3248,2254,994,1471,1385,86,73
2021,"Westminster 010","E02000969",3720,595,302,293,66,66,2154,1407,747,872,798,74,33
2021,"Westminster 011","E02000970",3555,1114,731,383,14,14,386,74,312,2039,1782,257,2
2021,"Westminster 012","E02000971",3720,1020,628,392,28,28,371,99,272,2299,2142,157,2
2021,"Westminster 013","E02000972",4257,812,507,305,41,41,1183,381,802,2207,1983,224,14
2021,"Westminster 014","E02000973",4797,1524,870,654,29,29,1154,426,728,2086,1915,171,4
2021,"Westminster 015","E02000974",3981,1142,728,414,53,53,650,137,513,2133,1895,238,3
2021,"Westminster 016","E02000975",3802,1108,641,467,23,23,351,150,201,2311,2178,133,9
2021,"Westminster 017","E02000976",4214,1169,707,462,11,11,564,405,159,2455,2257,198,15
2021,"Westminster 018","E02000977",3432,815,561,254,13,13,821,205,616,1781,1481,300,2
2021,"Westminster 019","E02000978",2764,1358,957,401,14,14,87,33,54,1303,1035,268,2
2021,"Westminster 020","E02000979",3927,1057,676,381,27,27,1134,107,1027,1708,1360,348,1
2021,"Westminster 021","E02000980",4324,1100,665,435,53,53,1847,1177,670,1308,1121,187,16
2021,"Westminster 022","E02000981",4157,1269,694,575,34,34,1141,105,1036,1711,1487,224,2
2021,"Westminster 023","E02000982",3844,793,467,326,58,58,1824,808,1016,1155,1002,153,14
2021,"Westminster 024","E02000983",3760,794,484,310,19,19,1517,780,737,1412,1297,115,18
2021,"Bromley 040","E02006782",3198,2159,1028,1131,31,31,583,46,537,423,377,46,2
2021,"Lewisham 037","E02006783",2895,1184,414,770,17,17,1102,324,778,586,549,37,6
2021,"Lewisham 038","E02006784",3126,1442,597,845,23,23,1125,262,863,534,470,64,2
2021,"Bexley 029","E02006785",2574,1827,886,941,25,25,385,70,315,336,296,40,1
2021,"Greenwich 033","E02006786",2873,1298,571,727,49,49,938,562,376,583,508,75,5
2021,"Bromley 041","E02006787",3091,2292,1034,1258,34,34,279,30,249,486,446,40,0
2021,"Croydon 045","E02006788",2894,1548,558,990,12,12,910,635,275,420,373,47,4
2021,"Bromley 042","E02006789",2788,2357,1471,886,16,16,145,13,132,270,198,72,0
2021,"Ealing 040","E02006791",3449,1626,647,979,37,37,481,271,210,1299,1241,58,6
2021,"Hounslow 029","E02006792",4148,1790,953,837,33,33,447,303,144,1873,1773,100,5
2021,"Enfield 037","E02006793",3390,924,414,510,45,45,1431,891,540,954,901,53,36
2021,"Haringey 037","E02006794",3125,538,242,296,164,164,1430,838,592,968,898,70,25
2021,"Harrow 032","E02006795",2644,1747,879,868,11,11,80,47,33,805,745,60,1
2021,"Hillingdon 033","E02006796",3579,2299,1025,1274,37,37,334,264,70,902,835,67,7
2021,"Lewisham 039","E02006798",3774,910,268,642,52,52,1619,1041,578,1181,1093,88,12
2021,"Barking and Dagenham 023","E02006799",3890,1638,537,1101,75,75,1188,886,302,981,912,69,8
2021,"Redbridge 034","E02006800",4514,2206,1066,1140,42,42,385,194,191,1872,1727,145,9
2021,"Lambeth 036","E02006801",3712,769,405,364,53,53,1373,603,770,1512,1378,134,5
2021,"Southwark 034","E02006802",3939,876,349,527,183,183,1677,1066,611,1197,1097,100,6
2021,"Sutton 025","E02006836",3212,2605,1319,1286,35,35,78,28,50,494,449,45,0
2021,"Tower Hamlets 032","E02006853",5040,914,318,596,130,130,1511,194,1317,2482,2356,126,3
2021,"Tower Hamlets 033","E02006854",3528,863,337,526,78,78,510,94,416,2075,1974,101,2
2021,"Harrow 033","E02006882",4396,3176,1845,1331,53,53,137,91,46,1028,937,91,2
2021,"Hackney 028","E02006918",3169,698,234,464,95,95,1359,593,766,1011,964,47,6
2021,"Hackney 029","E02006921",2784,475,213,262,19,19,1406,657,749,879,808,71,5
2021,"Redbridge 035","E02006924",4097,2519,1273,1246,18,18,228,98,130,1326,1210,116,6
2021,"Redbridge 036","E02006925",4187,3120,1482,1638,5,5,154,88,66,902,827,75,6
2021,"Greenwich 034","E02006927",5086,2364,1058,1306,196,196,1238,690,548,1284,1207,77,4
2021,"Greenwich 035","E02006928",5267,1293,332,961,252,252,1714,824,890,2005,1916,89,3
2021,"Greenwich 037","E02006930",4227,1857,522,1335,164,164,909,397,512,1297,1218,79,0
2021,"Greenwich 038","E02006931",4134,1761,734,1027,35,35,1197,750,447,1135,1050,85,6
2021,"Southwark 035","E02006941",2985,942,459,483,22,22,205,150,55,1815,1688,127,1
2021,"Southwark 036","E02006942",3364,858,290,568,67,67,1033,730,303,1401,1296,105,5
2021,"Barnet 042","E02006953",3857,1098,321,777,153,153,594,66,528,2003,1906,97,9
2021,"Barnet 043","E02006954",3720,1308,576,732,154,154,763,181,582,1491,1397,94,4
2021,"Brent 035","E02006955",2710,507,185,322,131,131,508,103,405,1561,1472,89,3
2021,"Brent 036","E02006956",2505,1170,711,459,31,31,270,69,201,1028,962,66,6
2021,"Ealing 041","E02006968",3560,1550,899,651,16,16,387,44,343,1607,1478,129,0
2021,"Ealing 042","E02006969",2976,843,391,452,93,93,355,107,248,1678,1605,73,7
2021,"Ealing 043","E02006970",2029,721,333,388,80,80,234,68,166,989,888,101,5
2021,"Ealing 044","E02006971",2223,1018,590,428,31,31,307,74,233,865,785,80,2
2021,"Hounslow 030","E02006972",2334,676,292,384,87,87,853,601,252,712,668,44,6
2021,"Hounslow 031","E02006973",3726,1257,537,720,122,122,1259,895,364,1067,1006,61,21
2021,"Croydon 046","E02006987",3877,813,194,619,158,158,512,146,366,2390,2278,112,4
2021,"Croydon 047","E02006988",3307,1211,453,758,22,22,501,220,281,1565,1494,71,8
2021,"Greenwich 039","E02006991",3233,815,161,654,271,271,474,56,418,1671,1614,57,2
2021,"Greenwich 040","E02006992",3769,1497,306,1191,147,147,1180,546,634,942,892,50,3
2021,"Greenwich 041","E02006993",3627,1030,250,780,243,243,925,268,657,1427,1354,73,2
2021,"Greenwich 042","E02006994",3284,669,196,473,45,45,1369,1075,294,1188,1148,40,13
2021,"Newham 038","E02006995",3237,433,75,358,215,215,845,98,747,1740,1689,51,4
2021,"Newham 039","E02006996",3158,831,252,579,219,219,758,414,344,1347,1264,83,3
2021,"Newham 040","E02006997",3228,600,145,455,199,199,861,348,513,1560,1492,68,8
2021,"Newham 041","E02006998",2668,561,183,378,56,56,1035,740,295,1003,957,46,13
2021,"Newham 042","E02006999",5047,1221,245,976,212,212,1082,193,889,2530,2434,96,2
2021,"Lewisham 040","E02007008",2659,580,142,438,146,146,629,112,517,1303,1238,65,1
2021,"Lewisham 041","E02007009",3987,1192,372,820,83,83,1395,714,681,1310,1215,95,7
2021,"Redbridge 037","E02007017",2759,1862,763,1099,37,37,260,84,176,596,535,61,4
2021,"Redbridge 038","E02007018",2530,1132,430,702,48,48,442,179,263,901,837,64,7
2021,"Redbridge 039","E02007019",2408,549,255,294,31,31,239,127,112,1581,1518,63,8
2021,"Redbridge 040","E02007020",2723,1318,730,588,11,11,260,171,89,1128,1016,112,6
2021,"Wandsworth 038","E02007083",4105,980,462,518,329,329,492,167,325,2302,2146,156,2
2021,"Wandsworth 039","E02007084",4134,924,383,541,91,91,1694,1342,352,1414,1339,75,11
2021,"Hackney 030","E02007108",2802,741,252,489,49,49,546,196,350,1461,1392,69,5
2021,"Hackney 031","E02007109",3303,924,379,545,65,65,1268,555,713,1029,974,55,17
2021,"Hackney 032","E02007110",3361,577,253,324,85,85,1438,1022,416,1254,1176,78,7
2021,"Hackney 033","E02007111",2818,456,166,290,66,66,633,526,107,1649,1577,72,14
2021,"Tower Hamlets 034","E02007112",2918,614,206,408,62,62,365,77,288,1875,1791,84,2
2021,"Tower Hamlets 035","E02007113",3269,791,234,557,90,90,807,203,604,1580,1473,107,1
2021,"Tower Hamlets 036","E02007114",3033,693,250,443,93,93,792,137,655,1454,1389,65,1
2021,"Camden 029","E02007115",4469,742,460,282,23,23,2252,1364,888,1430,1289,141,22
