"date","geography","geography code","Passports held: Total; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: Central and South America; measures: Value","Passports held: Antarctica and Oceania, including Australasia; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"Bromley 022","E02000148",6727,6256,5928,56,272,249,15,17,25,10,19,17,20,26,100,23,5,18,22,0,12,10,94,6,35,28,25,0,35,25,10,9,0,311
2021,"Bromley 023","E02000149",8166,7005,6498,46,461,419,12,28,24,28,23,34,86,50,134,42,9,33,59,4,37,18,149,5,23,84,37,0,25,18,7,12,0,916
2021,"Bromley 024","E02000150",8519,7955,7472,129,354,324,31,20,56,20,17,10,48,36,86,30,4,26,28,3,13,12,73,7,29,25,12,0,36,22,14,19,0,408
2021,"Bromley 025","E02000151",7544,6951,6616,99,236,216,22,14,21,17,9,20,20,8,85,20,3,17,23,1,10,12,199,1,77,102,19,0,29,14,15,10,0,332
2021,"Bromley 026","E02000152",7958,6856,6341,75,440,394,32,12,50,37,31,31,55,50,96,46,8,38,72,11,25,36,144,3,27,93,21,0,66,36,30,8,0,812
2021,"Bromley 027","E02000153",8109,7579,7304,59,216,199,22,14,20,11,27,23,11,21,50,17,3,14,19,0,7,12,81,1,32,27,17,4,29,13,16,13,0,388
2021,"Bromley 028","E02000154",8527,7462,6925,58,479,437,35,20,25,40,25,41,46,63,142,42,14,28,43,2,33,8,435,5,114,167,148,1,57,38,19,17,0,513
2021,"Bromley 029","E02000155",7158,6227,5875,65,287,260,13,12,34,15,25,12,35,18,96,27,7,20,43,3,29,11,124,1,25,81,17,0,40,18,22,5,0,719
2021,"Bromley 030","E02000156",12294,11496,10844,182,470,389,35,20,47,35,26,20,45,30,131,81,35,46,38,4,17,17,87,0,15,54,18,0,53,41,12,9,0,611
2021,"Bromley 031","E02000157",8366,7634,7367,45,222,189,15,14,25,5,18,18,29,11,54,33,8,25,33,5,17,11,239,3,46,167,18,5,39,31,8,10,0,411
2021,"Bromley 032","E02000158",7785,6760,6345,45,370,340,22,24,31,24,23,25,52,25,114,30,7,23,93,3,70,20,153,1,12,116,23,1,29,21,8,5,0,745
2021,"Bromley 033","E02000159",7120,6684,6417,58,209,191,10,12,35,13,16,13,20,15,57,18,8,10,15,0,11,4,115,0,9,64,42,0,20,12,8,11,0,275
2021,"Bromley 034","E02000160",8110,7519,7148,99,272,246,28,15,33,7,19,21,22,27,74,26,6,20,29,1,17,11,57,3,10,27,17,0,20,13,7,11,0,474
2021,"Bromley 035","E02000161",8701,7750,7455,64,231,195,15,11,36,16,15,12,27,24,39,36,6,30,34,0,13,21,392,4,100,257,31,0,34,24,10,11,0,480
2021,"Bromley 036","E02000162",7119,6272,6012,54,206,183,5,18,15,23,6,4,15,25,72,23,8,15,40,0,31,9,166,5,28,96,37,0,32,26,6,10,0,599
2021,"Bromley 037","E02000163",7714,6961,6709,43,209,192,18,10,19,16,14,12,20,24,59,17,2,15,14,1,5,8,220,6,62,126,26,0,31,20,11,11,0,477
2021,"Bromley 039","E02000165",7168,6546,6335,45,166,149,14,7,15,17,1,9,9,17,60,17,1,16,18,0,10,8,21,0,9,8,4,0,8,8,0,5,1,569
2021,"Bromley 040","E02006782",8128,7120,6478,89,553,526,26,20,66,22,32,37,72,91,160,27,11,16,104,6,67,31,116,4,19,57,28,8,76,45,31,19,0,693
2021,"Bromley 041","E02006787",7898,7283,6692,133,458,425,35,25,49,41,57,17,43,60,98,33,11,22,53,4,32,17,82,3,22,37,20,0,63,38,25,13,0,404
2021,"Bromley 042","E02006789",6779,6154,5982,39,133,121,7,7,16,1,10,10,12,9,49,12,7,5,6,1,1,4,25,1,5,11,8,0,24,15,9,12,0,558
2021,"Camden 001","E02000166",7747,7065,6285,143,637,578,117,50,93,40,40,11,32,15,180,59,8,51,33,18,6,9,90,10,29,30,21,0,130,105,25,57,0,372
2021,"Camden 002","E02000167",7197,6282,5167,125,990,889,175,96,155,34,67,11,49,23,279,101,23,78,44,6,8,30,255,53,117,39,46,0,416,373,43,90,0,110
2021,"Camden 003","E02000168",7812,7120,6132,178,810,743,209,54,129,35,51,11,31,29,194,67,17,50,37,9,9,19,129,6,36,36,47,4,175,137,38,59,0,292
2021,"Camden 004","E02000169",7176,6059,4798,79,1182,1026,193,99,173,35,76,18,59,39,334,156,33,123,55,6,14,35,436,114,168,95,57,2,424,372,52,60,0,142
2021,"Camden 005","E02000170",7914,7047,5538,180,1329,1224,249,92,277,66,96,13,89,70,272,105,18,87,83,26,24,33,288,50,67,81,90,0,222,163,59,93,0,181
2021,"Camden 006","E02000171",7396,6635,5526,128,981,869,230,67,155,36,75,9,42,15,240,112,22,90,41,6,20,15,176,32,66,38,38,2,243,204,39,85,2,214
2021,"Camden 007","E02000172",9993,8773,7497,214,1062,987,247,75,144,85,97,16,63,21,239,75,18,57,67,18,27,22,233,17,70,101,44,1,194,126,68,41,0,685
2021,"Camden 008","E02000173",7494,6207,4623,146,1438,1279,224,116,214,64,128,13,79,45,396,159,43,116,59,21,16,22,645,87,248,177,128,5,341,275,66,83,0,159
2021,"Camden 009","E02000174",8084,7337,6118,213,1006,927,227,65,163,57,99,35,27,30,224,79,13,66,44,10,15,19,155,9,53,58,35,0,162,122,40,56,0,330
2021,"Camden 010","E02000175",9084,7812,6127,211,1474,1376,275,91,274,78,124,27,70,57,380,98,10,88,92,31,20,41,481,82,184,128,83,4,289,219,70,137,1,272
2021,"Camden 011","E02000176",5914,5012,3719,110,1183,1052,313,126,160,35,77,17,57,25,242,131,22,109,43,8,9,26,300,69,104,69,54,4,367,308,59,77,0,115
2021,"Camden 012","E02000177",8486,7516,6318,184,1014,917,163,58,153,79,107,15,53,23,266,97,21,76,58,17,20,21,239,33,60,84,57,5,202,145,57,76,0,395
2021,"Camden 013","E02000178",8901,7812,6024,270,1518,1412,197,72,325,99,163,31,85,73,367,106,14,92,131,42,46,43,317,61,79,83,92,2,211,154,57,84,0,346
2021,"Camden 014","E02000179",5747,4956,4138,59,759,674,147,87,108,34,44,6,36,19,193,85,7,78,42,8,19,15,273,51,104,51,62,5,251,189,62,46,0,179
2021,"Camden 015","E02000180",7881,7000,5751,127,1122,1048,185,91,154,93,121,15,69,35,285,74,17,57,66,21,23,22,275,28,89,93,57,8,185,119,66,72,0,283
2021,"Camden 016","E02000181",8074,7049,5315,179,1555,1416,382,86,220,58,107,27,55,37,444,139,35,104,66,13,16,37,406,80,149,119,57,1,274,203,71,106,0,173
2021,"Camden 017","E02000182",7118,5548,4423,54,1071,917,192,74,192,47,74,18,38,36,246,154,41,113,79,26,24,29,848,100,527,151,65,5,368,287,81,54,1,220
2021,"Camden 018","E02000183",7594,6604,5483,166,955,850,200,90,148,45,74,11,41,9,232,105,12,93,41,15,13,13,240,24,95,61,58,2,396,323,73,95,0,218
2021,"Camden 019","E02000184",8909,7604,6106,149,1349,1225,243,85,208,102,149,24,88,50,276,124,19,105,83,27,28,28,545,26,297,123,96,3,245,155,90,57,0,375
2021,"Camden 020","E02000185",8884,7682,6179,204,1299,1185,148,43,250,97,107,24,80,60,376,114,23,91,120,43,50,27,375,77,88,93,115,2,203,141,62,48,0,456
2021,"Camden 021","E02000186",6224,5293,4209,102,982,870,154,54,135,57,96,14,55,29,276,112,32,80,81,31,25,25,327,46,109,76,88,8,209,163,46,64,0,250
2021,"Camden 022","E02000187",9784,8122,6964,129,1029,931,143,48,147,115,105,17,59,35,262,98,20,78,96,26,36,34,824,29,388,218,174,15,207,147,60,22,0,513
2021,"Camden 023","E02000188",7179,6215,5286,78,851,797,130,47,132,79,104,33,56,42,174,54,8,46,63,18,34,11,488,18,218,113,136,3,102,57,45,14,0,297
2021,"Camden 026","E02000191",5336,4234,2991,90,1153,1039,234,92,134,51,125,11,60,26,306,114,46,68,44,24,5,15,739,31,320,135,247,6,167,134,33,46,0,106
2021,"Camden 027","E02000192",6656,5740,4769,111,860,785,146,56,151,46,76,12,33,18,247,75,14,61,69,16,28,25,374,20,135,107,111,1,177,131,46,49,0,247
2021,"Camden 028","E02000193",5965,4726,3627,80,1019,929,178,83,177,40,92,14,52,37,256,90,16,74,69,33,26,10,640,44,313,97,175,11,285,231,54,63,0,182
2021,"Camden 029","E02007115",11586,9458,7443,155,1860,1674,291,105,269,82,189,24,105,95,514,186,31,155,110,42,26,42,1227,75,551,304,283,14,349,220,129,81,0,361
2021,"Croydon 001","E02000194",9211,8110,7021,141,948,905,70,43,194,90,85,27,163,49,184,43,4,39,147,2,123,22,147,40,23,55,26,3,197,103,94,32,0,578
2021,"Croydon 002","E02000195",9650,8714,7528,145,1041,1009,41,24,209,137,136,29,174,84,175,32,4,28,117,3,84,30,222,3,19,168,32,0,176,90,86,17,0,404
2021,"Croydon 003","E02000196",7910,6988,5696,68,1224,1194,50,23,129,117,71,37,423,128,216,30,3,27,121,6,81,34,188,5,14,155,14,0,124,50,74,7,0,482
2021,"Croydon 004","E02000197",9027,7937,6355,76,1506,1473,38,30,161,189,143,39,515,131,227,33,1,32,151,12,107,32,276,5,16,227,28,0,172,66,106,10,0,481
2021,"Croydon 005","E02000198",8887,7623,6125,102,1396,1330,46,25,191,238,160,19,247,137,267,66,2,64,278,14,228,36,143,0,16,106,21,0,205,137,68,12,0,626
2021,"Croydon 006","E02000199",8416,7334,6132,91,1111,1089,65,45,164,166,131,21,194,126,177,22,6,16,255,2,218,35,132,4,9,101,18,0,214,137,77,6,1,474
2021,"Croydon 007","E02000200",9048,7759,6500,94,1165,1120,70,37,138,188,189,34,166,95,203,45,12,33,285,5,226,54,108,6,15,58,27,2,218,138,80,24,0,654
2021,"Croydon 008","E02000201",8694,7362,6220,83,1059,1013,59,29,139,167,136,34,164,75,210,46,6,40,273,5,203,65,95,5,14,59,17,0,186,140,46,20,0,758
2021,"Croydon 009","E02000202",8934,7554,6199,67,1288,1244,41,79,101,163,182,39,255,167,217,44,6,38,212,10,149,53,410,2,20,361,27,0,226,101,125,6,0,526
2021,"Croydon 010","E02000203",7968,6685,5242,43,1400,1350,112,41,153,257,132,36,215,178,226,50,8,42,289,12,220,57,236,10,12,187,27,0,177,114,63,4,0,577
2021,"Croydon 011","E02000204",9650,8159,6868,68,1223,1197,47,56,167,158,98,32,270,158,211,26,5,21,206,8,141,57,566,9,14,508,34,1,154,91,63,3,0,562
2021,"Croydon 013","E02000206",10821,8974,7286,90,1598,1551,97,49,147,206,182,48,251,211,360,47,5,42,362,12,278,72,291,7,50,196,37,1,272,210,62,13,0,909
2021,"Croydon 014","E02000207",8902,7651,6636,108,907,878,51,27,115,131,79,35,176,97,167,29,6,23,297,7,249,41,116,1,20,86,9,0,122,88,34,12,0,704
2021,"Croydon 015","E02000208",10865,8655,7090,46,1519,1457,82,54,184,142,168,40,238,210,339,62,4,58,373,29,251,93,660,4,12,596,46,2,228,152,76,10,0,939
2021,"Croydon 016","E02000209",9066,7501,6237,25,1239,1203,78,116,151,126,65,26,169,218,254,36,2,34,200,3,140,57,679,17,41,575,46,0,123,93,30,3,0,560
2021,"Croydon 017","E02000210",8710,7530,6315,92,1123,1085,68,30,69,90,120,33,223,252,200,38,11,27,199,3,134,62,193,4,14,157,18,0,129,84,45,15,0,644
2021,"Croydon 018","E02000211",8271,7575,7060,89,426,407,27,19,53,52,18,31,62,59,86,19,11,8,69,4,39,26,114,0,10,88,16,0,37,19,18,7,0,469
2021,"Croydon 019","E02000212",9463,7625,6202,108,1315,1278,43,43,163,178,95,23,278,193,262,37,7,30,259,17,161,81,707,3,26,627,51,0,114,86,28,6,0,752
2021,"Croydon 020","E02000213",12799,10075,7662,90,2323,2227,151,79,356,294,223,46,352,300,426,96,10,86,510,18,357,135,859,26,35,746,50,2,292,179,113,17,4,1042
2021,"Croydon 021","E02000214",6238,5651,5100,121,430,408,42,13,43,35,22,15,67,64,107,22,12,10,48,3,24,21,122,4,8,101,9,0,46,35,11,11,0,360
2021,"Croydon 022","E02000215",11826,9805,7635,132,2038,1922,100,55,232,176,135,58,372,347,447,116,17,99,311,27,208,76,589,16,40,507,23,3,194,144,50,26,0,901
2021,"Croydon 023","E02000216",7163,5861,5039,68,754,730,39,39,86,45,66,36,125,131,163,24,2,22,113,12,77,24,706,22,30,622,30,2,146,71,75,9,1,327
2021,"Croydon 024","E02000217",11921,10010,7758,108,2144,2072,89,41,186,228,133,73,514,338,470,72,18,54,312,13,211,88,456,15,78,314,47,2,205,122,83,7,0,931
2021,"Croydon 025","E02000218",6673,5825,5378,57,390,374,31,9,42,48,25,19,38,35,127,16,6,10,109,3,82,24,65,1,7,45,12,0,64,52,12,0,0,610
2021,"Croydon 026","E02000219",7630,7122,6680,83,359,344,24,32,29,30,32,9,53,66,69,15,2,13,40,2,29,9,86,1,11,44,29,1,19,15,4,9,0,354
2021,"Croydon 028","E02000221",10858,9207,8130,68,1009,962,78,24,106,132,70,44,191,130,187,47,7,40,206,13,135,58,294,4,34,210,43,3,135,104,31,12,0,1004
2021,"Croydon 029","E02000222",8348,7427,6379,86,962,923,78,31,103,115,69,19,219,128,161,39,6,33,142,8,76,58,157,10,22,104,21,0,91,63,28,17,0,514
2021,"Croydon 030","E02000223",8528,6775,6121,74,580,558,74,50,46,50,24,16,106,26,166,22,9,13,284,6,205,73,69,1,8,53,7,0,121,108,13,4,0,1275
2021,"Croydon 031","E02000224",8050,7075,6073,114,888,850,54,19,78,83,43,32,189,123,229,38,9,29,159,6,104,49,202,9,21,148,16,8,83,50,33,16,0,515
2021,"Croydon 032","E02000225",7500,6130,5611,55,464,449,30,20,60,57,11,15,107,54,95,15,1,14,150,11,113,26,57,3,9,36,9,0,44,32,12,5,0,1114
2021,"Croydon 033","E02000226",7619,6949,6541,79,329,306,26,18,25,45,20,16,39,52,65,23,1,22,45,0,37,8,165,14,59,79,13,0,44,37,7,9,0,407
2021,"Croydon 034","E02000227",11684,10255,9528,79,648,621,32,28,71,72,42,11,118,53,194,27,5,22,172,4,117,51,120,7,18,75,18,2,73,62,11,10,0,1054
2021,"Croydon 035","E02000228",7958,7433,7092,82,259,248,28,19,41,13,29,0,32,6,80,11,4,7,47,1,28,18,89,2,32,43,12,0,36,24,12,18,0,335
2021,"Croydon 036","E02000229",6234,4955,4570,24,361,345,13,27,49,39,20,12,67,33,85,16,1,15,142,3,116,23,48,0,0,35,13,0,36,31,5,4,0,1049
2021,"Croydon 037","E02000230",10503,9489,8587,138,764,722,58,42,89,67,60,13,110,87,196,42,12,30,125,8,56,61,222,8,57,126,31,0,78,55,23,14,1,574
2021,"Croydon 038","E02000231",7932,7327,6866,90,371,347,24,8,47,25,44,9,46,44,100,24,4,20,57,5,26,26,158,7,29,96,26,0,44,31,13,17,0,329
2021,"Croydon 039","E02000232",6197,5648,5418,47,183,160,13,4,26,15,14,4,26,16,42,23,9,14,24,2,15,7,74,3,20,45,6,0,17,17,0,4,0,430
2021,"Croydon 040","E02000233",6365,5708,5274,74,360,348,19,15,55,25,25,18,65,36,90,12,2,10,41,5,18,18,94,8,14,61,11,0,48,39,9,15,0,459
2021,"Croydon 041","E02000234",9449,8442,7857,86,499,459,30,18,52,36,49,20,79,30,145,40,9,31,104,1,69,34,146,5,30,86,24,1,72,34,38,19,1,665
2021,"Croydon 042","E02000235",6890,6318,5992,68,258,240,27,12,26,11,26,9,42,21,66,18,2,16,45,5,25,15,62,3,7,34,15,3,29,22,7,18,0,418
2021,"Croydon 043","E02000236",9130,8275,7844,96,335,313,19,25,27,23,25,22,45,26,101,22,8,14,53,4,17,32,168,3,29,113,16,7,50,30,20,19,0,565
2021,"Croydon 044","E02000237",7598,6867,6526,114,227,213,11,11,16,24,19,7,53,19,53,14,2,12,38,2,18,18,51,3,7,31,9,1,31,24,7,5,0,606
2021,"Croydon 045","E02006788",7608,6566,5787,95,684,661,72,28,73,68,32,15,171,68,134,23,6,17,150,2,118,30,95,3,13,71,8,0,81,62,19,12,0,704
2021,"Croydon 046","E02006987",7373,5858,4312,88,1458,1385,70,74,243,149,114,38,219,151,327,73,18,55,234,16,154,64,699,20,62,568,44,5,213,100,113,21,0,348
2021,"Croydon 047","E02006988",7160,5918,4677,78,1163,1113,56,32,135,134,53,18,220,164,301,50,11,39,226,20,123,83,309,14,31,236,25,3,93,67,26,9,0,605
2021,"Ealing 001","E02000238",10709,9338,6817,184,2337,2253,58,80,91,139,44,75,1059,406,301,84,5,79,128,29,55,44,621,43,34,493,51,0,94,61,33,18,1,509
2021,"Ealing 002","E02000239",9045,8150,6045,139,1966,1910,29,16,108,118,35,29,869,428,278,56,3,53,55,12,29,14,451,38,21,352,39,1,47,22,25,8,0,334
2021,"Ealing 003","E02000240",11211,9497,7558,160,1779,1689,37,51,76,126,70,65,643,309,312,90,1,89,115,25,66,24,673,25,36,559,53,0,79,58,21,8,1,838
2021,"Ealing 004","E02000241",7397,6424,4873,121,1430,1360,40,34,62,96,29,62,567,204,266,70,3,67,49,13,24,12,462,26,36,383,17,0,70,43,27,3,0,389
2021,"Ealing 005","E02000242",6885,6165,4616,81,1468,1429,45,13,51,156,40,14,682,199,229,39,2,37,36,23,6,7,392,38,20,297,37,0,31,13,18,5,0,256
2021,"Ealing 006","E02000243",8725,7836,5641,150,2045,1943,34,30,80,62,52,72,1045,260,308,102,3,99,70,21,32,17,326,68,15,221,21,1,71,47,24,1,0,421
2021,"Ealing 007","E02000244",7889,7106,4974,143,1989,1861,59,22,95,114,96,44,923,188,320,128,3,125,49,25,8,16,273,64,24,149,35,1,65,24,41,4,0,392
2021,"Ealing 008","E02000245",9306,7891,6467,102,1322,1243,21,33,52,113,28,33,507,169,287,79,5,74,130,30,69,31,465,34,8,394,29,0,74,54,20,4,1,741
2021,"Ealing 009","E02000246",9460,8230,6798,125,1307,1246,33,67,58,75,28,43,442,173,327,61,1,60,87,14,51,22,428,38,11,353,25,1,51,42,9,6,0,658
2021,"Ealing 010","E02000247",11155,9622,7676,151,1795,1712,32,48,84,131,41,63,837,189,287,83,6,77,86,24,38,24,688,52,26,573,34,3,75,45,30,13,0,671
2021,"Ealing 011","E02000248",7717,6590,4717,103,1770,1679,56,22,189,119,54,48,572,232,387,91,11,80,118,65,21,32,542,168,145,191,36,2,104,43,61,17,1,345
2021,"Ealing 012","E02000249",8376,7418,5593,210,1615,1549,28,35,87,141,44,21,805,171,217,66,1,65,68,16,37,15,451,56,11,359,25,0,60,33,27,10,0,369
2021,"Ealing 013","E02000250",6486,5878,4974,175,729,640,85,32,99,24,52,12,158,28,150,89,12,77,36,15,7,14,282,40,107,90,40,5,71,52,19,37,0,182
2021,"Ealing 014","E02000251",8310,7058,5663,160,1235,1181,28,51,70,133,23,52,500,132,192,54,10,44,43,8,21,14,750,24,9,692,25,0,29,21,8,2,0,428
2021,"Ealing 015","E02000252",12238,10258,7332,206,2720,2597,130,79,424,273,253,45,509,226,658,123,26,97,174,69,53,52,931,173,383,201,170,4,258,109,149,39,0,578
2021,"Ealing 016","E02000253",10344,9185,7414,246,1525,1450,83,28,90,60,38,26,793,53,279,75,12,63,83,33,35,15,280,44,33,171,32,0,70,49,21,12,0,714
2021,"Ealing 017","E02000254",9205,7415,6345,29,1041,1028,24,51,126,363,42,12,210,65,135,13,0,13,45,19,13,13,1286,11,1,1262,12,0,30,23,7,7,0,422
2021,"Ealing 018","E02000255",9864,8878,7245,266,1367,1306,123,61,154,77,71,16,339,147,318,61,0,61,94,40,17,37,300,68,68,132,29,3,100,62,38,34,0,458
2021,"Ealing 019","E02000256",9185,8054,6201,213,1640,1524,126,38,242,79,121,34,335,108,441,116,16,100,105,44,17,44,561,87,212,212,45,5,160,95,65,52,0,253
2021,"Ealing 021","E02000258",6902,5667,4189,165,1313,1242,52,38,163,68,78,25,366,98,354,71,8,63,70,40,15,15,777,91,596,53,37,0,93,49,44,42,0,253
2021,"Ealing 022","E02000259",6585,6061,4580,267,1214,1164,63,21,100,38,48,19,613,68,194,50,4,46,50,14,17,19,158,16,29,65,46,2,58,29,29,12,0,246
2021,"Ealing 023","E02000260",9836,7558,5956,15,1587,1559,16,25,169,1010,43,9,120,56,111,28,0,28,39,5,12,22,1708,16,5,1674,13,0,22,19,3,6,0,503
2021,"Ealing 024","E02000261",12650,10839,7970,175,2694,2523,158,48,472,158,264,55,503,217,648,171,18,153,187,104,54,29,826,430,102,136,156,2,200,98,102,58,2,538
2021,"Ealing 025","E02000262",9348,8331,6237,212,1882,1782,107,61,299,141,159,52,402,136,425,100,15,85,120,44,32,44,307,90,70,76,69,2,122,74,48,60,0,408
2021,"Ealing 026","E02000263",13712,10549,8297,30,2222,2210,39,33,249,1534,52,9,90,27,177,12,0,12,31,9,8,14,2575,6,8,2537,24,0,29,18,11,5,0,523
2021,"Ealing 027","E02000264",8491,7406,5569,213,1624,1530,132,46,273,95,131,34,368,89,362,94,11,83,64,22,14,28,530,53,311,100,65,1,127,87,40,61,0,303
2021,"Ealing 028","E02000265",11234,9991,7703,315,1973,1864,152,43,245,147,130,44,599,83,421,109,22,87,108,40,37,31,315,56,55,150,52,2,156,90,66,42,0,622
2021,"Ealing 029","E02000266",13116,11059,9518,123,1418,1359,37,64,131,307,42,27,324,121,306,59,7,52,138,40,39,59,1094,32,21,988,53,0,79,55,24,10,0,736
2021,"Ealing 030","E02000267",8149,7304,5522,339,1443,1379,91,29,87,100,51,31,646,102,242,64,10,54,70,20,20,30,271,28,47,149,47,0,84,48,36,44,0,376
2021,"Ealing 031","E02000268",9251,8288,6687,216,1385,1283,135,53,187,75,94,19,305,107,308,102,19,83,60,34,11,15,351,57,140,106,47,1,136,91,45,62,0,354
2021,"Ealing 032","E02000269",8167,7435,5879,285,1271,1197,173,40,204,43,98,19,303,53,264,74,9,65,71,24,4,43,250,32,100,82,36,0,118,74,44,57,0,236
2021,"Ealing 033","E02000270",9603,8479,6543,174,1762,1636,118,52,287,135,127,38,372,98,409,126,23,103,128,46,40,42,357,94,103,85,70,5,146,83,63,58,0,435
2021,"Ealing 034","E02000271",6953,6333,5101,178,1054,975,158,53,168,45,98,21,168,31,233,79,21,58,55,19,17,19,143,28,40,22,53,0,218,160,58,61,0,143
2021,"Ealing 035","E02000272",6715,6214,5208,240,766,727,95,23,76,34,47,20,243,30,159,39,5,34,25,6,8,11,126,8,36,54,27,1,72,54,18,29,0,249
2021,"Ealing 038","E02000275",8169,6426,5198,39,1189,1170,12,18,117,739,42,7,62,33,140,19,0,19,36,6,13,17,1198,5,7,1168,18,0,23,15,8,5,0,481
2021,"Ealing 039","E02000276",6752,6173,4677,230,1266,1186,126,35,230,59,94,36,274,101,231,80,10,70,48,13,11,24,179,16,66,67,30,0,73,50,23,45,0,234
2021,"Ealing 040","E02006791",7566,6773,5494,141,1138,1050,159,60,196,78,89,32,108,51,277,88,34,54,43,9,4,30,229,35,82,66,46,0,195,121,74,77,0,249
2021,"Ealing 041","E02006968",8354,6816,5323,145,1348,1259,145,24,250,88,86,29,243,55,339,89,20,69,146,42,69,35,966,150,578,159,72,7,141,76,65,53,0,232
2021,"Ealing 042","E02006969",6427,5112,3512,145,1455,1299,107,45,210,51,177,32,222,76,379,156,19,137,66,36,10,20,840,58,604,123,52,3,124,77,47,58,0,227
2021,"Ealing 043","E02006970",7340,5185,3599,24,1562,1551,4,19,201,1042,52,9,51,43,130,11,0,11,34,6,17,11,1653,25,2,1609,17,0,17,11,6,2,0,449
2021,"Ealing 044","E02006971",8293,6269,4967,15,1287,1270,33,19,172,729,39,4,70,38,166,17,0,17,24,1,11,12,1568,5,2,1553,8,0,21,15,6,1,0,410
2021,"Enfield 001","E02000277",7519,6611,5642,74,895,757,8,16,181,46,20,31,125,98,232,138,77,61,173,1,121,51,51,2,7,20,22,0,59,37,22,1,0,624
2021,"Enfield 002","E02000278",9426,8281,6996,65,1220,1030,33,18,145,54,34,32,112,151,451,190,156,34,181,12,128,41,68,0,13,40,15,0,68,47,21,8,0,820
2021,"Enfield 003","E02000279",12320,10832,8921,73,1838,1597,37,38,158,105,67,35,227,376,554,241,174,67,330,10,239,81,111,26,10,49,24,2,98,74,24,9,0,940
2021,"Enfield 004","E02000280",8635,7756,7048,139,569,491,32,13,45,53,19,16,61,79,173,78,38,40,59,5,38,16,57,15,5,28,8,1,36,27,9,21,0,706
2021,"Enfield 005","E02000281",9654,8582,7596,91,895,772,23,28,71,32,43,32,163,104,276,123,58,65,171,9,111,51,96,7,8,58,20,3,52,43,9,17,0,736
2021,"Enfield 006","E02000282",9952,8576,7181,72,1323,1101,40,15,128,64,37,37,152,140,488,222,166,56,268,12,200,56,132,8,12,95,16,1,69,52,17,1,0,906
2021,"Enfield 007","E02000283",8536,7672,6408,75,1189,1023,33,17,173,62,22,26,168,145,377,166,133,33,137,9,100,28,68,2,8,54,4,0,67,50,17,3,1,588
2021,"Enfield 008","E02000284",8739,7891,6862,159,870,717,17,21,59,44,19,21,149,90,297,153,40,113,79,4,43,32,85,7,15,42,21,0,62,42,20,20,0,602
2021,"Enfield 009","E02000285",6645,6148,5557,155,436,398,16,9,73,21,14,4,78,54,129,38,18,20,47,4,26,17,63,8,10,29,15,1,20,12,8,13,0,354
2021,"Enfield 010","E02000286",8692,8028,7040,135,853,705,31,14,60,38,62,22,103,88,287,148,71,77,84,10,43,31,97,12,18,41,23,3,44,32,12,7,0,432
2021,"Enfield 011","E02000287",7356,6861,6122,128,611,494,25,9,75,12,13,4,45,47,264,117,65,52,46,10,26,10,134,23,40,51,19,1,44,30,14,12,0,259
2021,"Enfield 012","E02000288",12783,11085,9102,74,1909,1628,53,24,190,77,56,14,187,186,841,281,165,116,336,15,255,66,306,33,18,224,27,4,100,76,24,2,0,954
2021,"Enfield 013","E02000289",6776,6426,5888,105,433,368,12,16,78,13,15,14,40,33,147,65,40,25,22,0,11,11,51,5,12,23,11,0,19,16,3,8,0,250
2021,"Enfield 014","E02000290",6688,5833,4888,44,901,771,18,6,89,73,34,9,112,105,325,130,99,31,177,8,115,54,102,8,3,73,16,2,71,58,13,2,1,502
2021,"Enfield 015","E02000291",10160,9062,7274,133,1655,1396,39,34,171,78,68,39,238,142,587,259,121,138,141,12,78,51,152,7,28,82,34,1,103,58,45,8,0,694
